Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (kg/kg),CO2Y (kg/kg)
0,4.46927034297843,-7.85712486379145,0.220508983333341,-0.0002447547427847,0.0767573147417044
5,3.87767379240651,0.0,-0.0460844499999965,0.0,0.0
10,24.4038772066518,1197.76724229993,0.183669416666668,0.0141068641773815,0.526659500898624
15,206.580198325515,945.221096101522,0.192129949999999,0.0494094904072478,0.664400552293899
20,205.590502205941,1877.80869390292,0.103826083333333,0.0958313107850019,1.16298888771291
25,190.61297136804,1022.30213539905,0.182536916666667,0.0484300298681533,0.660633847520808
30,181.459849087405,1114.81819148042,0.152111116666668,0.0559894848841832,0.758744649008743
35,174.667825039671,1178.93535875961,0.128253833333335,0.0622119680760972,0.883368024925789
40,174.712036587626,1010.14773476614,0.158204666666665,0.0484337131133844,0.726225373297026
45,176.943690004535,1070.1298861799,0.130803200000001,0.0581734236852994,0.867146962204867
50,169.733776901009,2081.29171526882,0.0597318333333348,0.122436706565342,1.81181655830962
55,164.969078801564,1166.7492254025,0.0832771166666655,0.0810080564233044,1.27572131303226
60,155.239793444607,631.716013160267,0.138326666666663,0.0464133229316428,0.734148981338555
65,148.697530793418,624.575875132701,0.131466300000002,0.0470363510917552,0.760072745632303
70,149.739332985666,788.171328026266,0.122492116666668,0.050555666489339,0.829033118579791
75,150.016705541071,894.098547809714,0.102055866666664,0.0585189995061743,0.989313922013771
80,146.695512662222,1213.50117104957,0.0687954833333336,0.0812435163650752,1.43141391818737
85,144.167726122132,1089.34993618843,0.0797730333333336,0.0654654306430344,1.2490113846594
90,140.805137140562,929.602251635937,0.0915223500000001,0.053447715817599,1.06176900810209
95,137.893690669208,929.59967073298,0.0868269999999995,0.0552479652640241,1.09772287386774
100,134.836077886076,607.604041945494,0.1238051,0.0377724714524341,0.758107553819833
105,131.458880273206,1068.72590821829,0.0783685166666677,0.0579541942901945,1.16541117360745
110,129.990111930144,1876.10543499236,0.0417619833333326,0.109729141315627,2.15892530028071
115,125.313694529401,763.560851472319,0.0933818999999997,0.0477600920698773,0.958702265326616
120,128.154597418345,973.785769626122,0.0888006666666662,0.0507220682957552,1.00863336474293
125,125.535324551951,665.169044151662,0.111263900000001,0.0401227812896393,0.791392812049077
130,122.129528941722,922.544410043708,0.0769790666666656,0.0570627299228402,1.12447784910284
135,119.188556151889,1350.72501554591,0.0525118666666676,0.0814145043964658,1.60395626446729
