Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,-0.116401978,0.0,-0.792552,1.18535,0.004444
1,-0.104324987,0.0,-0.0834385,1.10953,0.00458
2,0.086892623,-0.312828962,0.141946,0.885424,0.004579
3,0.41308201,-0.569108717,0.080906417,0.967812,0.004471
4,0.223068694,0.0,-0.0070245,0.999937,0.004513
5,-0.048359561,0.754498392,0.0496955,0.941647,0.004587
6,-0.154988859,1.146860409,0.064210667,1.05184,0.004696
7,-0.095189109,17.60152602,0.005924417,1.13689,0.004721
8,0.174625085,0.0,-0.000610417,1.06433,0.004804
9,0.385382068,0.0,-0.000828583,0.995937,0.004887
10,0.168314935,0.0,-7.63e-05,1.13424,0.004849
11,-0.057797704,0.0,-0.001787917,1.19355,0.004759
12,-0.140786124,6.256835001,0.011812333,1.05476,0.004619
13,-0.051188048,21.80736599,0.00356375,1.06097,0.004683
14,0.22874435,0.0,-0.01319975,1.18024,0.004753
15,0.342306066,0.0,-0.002547667,1.33188,0.004764
16,0.086837387,0.0,-0.000131,1.25622,0.004718
17,-0.102626179,145.4681531,0.000653583,0.98474,0.00469
18,-0.635390043,48.67079197,0.001733083,0.847558,0.004656
19,-1.054368947,0.0,-0.004038583,1.04835,0.004641
20,-0.834692341,1.35867958,0.032334917,1.24437,0.004695
21,-1.754865452,2.285552687,0.038365667,1.22292,0.004612
22,-2.22350426,11.85545022,0.01122075,1.26073,0.004641
23,-2.39251012,22.20703812,0.004061917,1.19542,0.004696
24,-2.398197508,0.0,-0.010020417,1.07063,0.004687
25,-2.24905982,0.0,-0.0100105,1.16282,0.004752
26,-1.347236345,3.067119083,0.052062917,1.19691,0.004789
27,-0.944840043,1.410709925,0.066149333,1.13464,0.004772
28,-1.135769968,5.873784813,0.006956333,1.09136,0.004855
29,-1.31185366,0.0,-0.0006095,1.10595,0.004915
30,-1.003129628,0.0,-0.00050975,1.27057,0.004945
31,-0.084120126,0.0,-0.000920417,1.23045,0.005021
32,0.382827137,36.41565473,0.004132,1.07761,0.005179
33,0.174318447,131.0225977,0.001545083,1.03183,0.005298
34,-0.071816464,0.0,-0.00912075,1.06,0.005313
35,-0.170414192,0.248210985,0.05732225,1.14029,0.00535
36,-1.018693472,-5.47228306,0.004962917,1.10644,0.00551
37,-1.01100462,0.0,-0.008493167,0.9312,0.005423
38,-0.768896791,2.805445743,0.058709083,0.948911,0.005324
39,-0.992643786,1.173654209,0.0012995,1.16084,0.005571
40,-1.214191865,2.485467885,0.032538667,1.18367,0.00562
41,-1.303498241,1.221393658,0.040128417,1.16182,0.005496
42,-1.227346582,12.17851206,0.001730333,1.19287,0.005421
43,-0.917406711,246.4050634,0.000296167,1.13849,0.005537
44,-1.08536899,0.0,-0.001475083,1.07296,0.005595
45,-2.048579845,-15.70780642,0.010706667,1.10962,0.005511
46,-2.415020762,0.0,-0.006213333,1.22101,0.005473
47,-1.49781361,0.611629869,0.042102083,1.22255,0.005474
48,-1.159491884,0.643870103,0.065338833,1.22787,0.005402
49,-0.84791047,34.9779778,0.004221667,1.14308,0.005357
50,-0.835248219,0.0,-0.0002305,1.0403,0.005469
51,-1.060115915,0.0,-0.001584167,1.02582,0.005381
52,-1.736859326,0.0,-0.01011,1.16126,0.005246
53,-2.331307962,0.566886559,0.049340333,1.13888,0.005225
54,-1.93084733,0.4064813,0.060436333,1.16778,0.005215
55,-0.930219226,-0.869106643,0.02024075,1.29577,0.005183
56,-0.885615241,-19.08926448,0.003023333,1.1668,0.005251
57,-1.118246777,0.0,-0.0173955,1.13669,0.005247
58,-1.282646611,0.0,-0.001576083,1.28034,0.005251
59,-1.26442472,38.64765991,0.003015,1.37205,0.005095
60,-1.07717516,0.0,-0.004303833,1.22951,0.00494
61,-0.775762595,5.348929555,0.032654667,1.09735,0.005076
62,-0.921364609,2.30880928,0.0484765,1.2111,0.005133
63,-1.174666584,0.0,-0.037232167,1.27161,0.005086
64,-1.286067224,0.0,-0.010981417,1.15846,0.00504
65,-1.238058301,0.958888203,0.050033667,1.05228,0.005003
66,-1.012909405,16.78380039,0.004690417,1.06663,0.004754
67,-0.74414433,0.0,-0.017813667,1.19936,0.004729
68,-0.956370172,2.433490184,0.050851417,1.24496,0.004887
69,-1.209445629,1.634027106,0.067576667,1.1704,0.004773
70,-1.326451275,12.74360083,0.006620167,1.07487,0.004741
71,-1.209205899,0.0,-0.001462417,0.950607,0.004921
72,-0.908784971,0.0,-0.0012155,0.915257,0.005021
73,-0.756582243,0.0,-0.002237167,1.09278,0.005009
74,-1.002248918,0.0,-0.007225917,1.12887,0.004994
75,-1.2602233,-0.505837052,0.054042583,1.04367,0.004871
76,-1.3001634,1.973967684,0.06495125,1.02661,0.004822
77,-1.16567175,16.51549075,0.00416,1.05795,0.004727
78,-0.840759792,-40.19399547,0.001177917,1.21863,0.004767
79,-0.014958595,0.0,-0.000677667,1.15267,0.004834
80,0.018481745,0.0,-0.002365333,1.15155,0.004848
81,-0.12265022,0.0,-0.003877,1.18656,0.004878
82,-0.163539422,1.941207834,0.040398833,1.15818,0.004896
83,-0.011366887,21.69101461,0.004123167,1.2186,0.004832
84,0.305496453,0.0,-0.006896833,1.20271,0.004769
85,0.273428369,3.17486119,0.038956917,1.07668,0.004815
86,0.010378168,26.16602409,0.004830167,1.12261,0.00482
87,-0.158535035,0.0,-0.004455083,1.1273,0.004661
88,-0.155299121,102.6268841,0.000308833,1.2177,0.004611
89,0.03429723,2.818325304,0.05879475,1.27958,0.004746
90,0.376296604,0.995407177,0.056710833,1.16795,0.00478
91,0.214543718,19.76753242,0.001489083,1.03994,0.004689
92,-0.033892315,0.0,-0.0007565,1.07115,0.004638
93,-0.178398457,0.0,-0.006364333,1.09939,0.004747
94,-0.103785505,1.32016951,0.049504583,1.01437,0.00469
95,0.121099024,0.85813495,0.06477625,1.1391,0.004581
96,0.376318582,7.214772696,0.0085785,1.24113,0.004643
97,-0.253716155,0.0,-0.0111105,1.07246,0.004686
98,-0.211937018,-1.222845617,0.061096083,1.22485,0.00461
99,-0.166241351,1.369457877,0.068505,1.35689,0.004566
100,-0.082168699,0.0,-0.007783833,1.29628,0.004529
101,0.210919797,0.0,-0.00707875,1.27544,0.004537
102,0.367885666,0.0,-0.000392583,1.22839,0.004607
103,0.087673278,0.0,-0.002220333,1.3047,0.004585
104,-0.131297549,1.822526766,0.017448083,1.25077,0.004609
105,-0.17984272,-0.289805703,0.150831333,1.26426,0.004684
106,-0.085009068,0.131812867,0.135624583,1.30712,0.004622
107,-0.415773964,22.7267689,0.0056165,1.32419,0.004638
108,-0.750679721,883.8137593,0.0001055,1.24399,0.004672
109,-1.078566595,0.0,-0.003820833,1.2735,0.00454
110,-0.374260191,0.0,-0.004036083,1.36848,0.004597
111,-0.185743187,55.35752455,0.002208917,1.237,0.004679
112,-0.028739465,11.90412876,0.001548917,1.16813,0.004729
113,0.332691673,0.0,-0.000516417,1.28505,0.004749
114,0.266594759,52.8953677,0.0020505,1.3767,0.004704
115,0.049633451,0.0,-0.00034275,1.35866,0.004723
116,-0.119737454,0.0,-0.002753167,1.30265,0.004643
117,-0.120630821,0.0,-1.82e-05,1.23387,0.00459
118,0.054337482,0.0,-0.00432225,1.32028,0.004737
119,0.373230263,2.785721116,0.035768333,1.47326,0.004767
120,0.230648207,0.894493118,0.044249583,1.39447,0.004782
121,-0.005546349,0.493971552,0.010546167,1.4254,0.004796
122,-0.143147861,145.9141551,0.000849667,1.57379,0.004807
123,-0.096744427,0.0,-0.006805417,1.88487,0.004874
124,0.118671284,0.0,-0.000193583,2.33527,0.004978
125,0.391422519,180.8349079,0.000796333,2.76377,0.004968
126,0.188156345,0.0,-0.001864583,3.07523,0.004971
127,-0.054816192,0.0,-0.00104125,3.53693,0.00513
128,-0.98073919,0.0,-0.0002815,3.76545,0.005404
129,-1.185828033,0.0,-0.007887333,3.80517,0.005682
130,-0.918741315,1.797723931,0.048358833,3.96809,0.005793
131,-1.218710002,1.760383188,0.081655167,4.06384,0.005798
132,-2.02754998,3.057557421,0.0608215,3.94168,0.005972
133,-2.354623637,3.485065169,0.039991417,3.88783,0.006112
134,-2.423447374,32.50642521,0.005523333,3.85997,0.006068
135,-2.302093556,277.1104114,0.00036075,3.85036,0.006056
136,-2.020632542,0.0,-0.001454667,3.80751,0.006066
137,-2.832038257,0.0,-0.006800167,3.71423,0.006077
138,-3.361056407,2.212747643,0.030655667,3.73719,0.005969
139,-3.5602304,3.039075488,0.041923167,3.74266,0.005933
140,-3.537468632,36.89114423,0.004900417,3.84657,0.006044
141,-2.930636775,51.38970452,0.00744375,3.70558,0.006015
142,-2.065479017,0.0,-0.005518583,3.6933,0.00594
143,-2.02397829,6.592079347,0.04584025,3.7011,0.005996
144,-2.214856607,3.740791242,0.062766833,3.63072,0.005946
145,-2.418676842,59.83798699,0.003766333,3.61615,0.005968
146,-1.524490373,1253.71605,0.00023025,3.69467,0.006065
147,-1.08569653,163.4345466,0.0016955,3.59965,0.005953
148,-0.768245939,0.0,-0.005838,3.51183,0.005863
149,-0.911569131,3.664791841,0.0504365,3.59153,0.00589
150,-1.166799949,5.592376654,0.060968167,3.62039,0.005905
151,-1.271503671,70.85831183,0.004946583,3.4827,0.005934
152,-1.269584875,886.6218553,0.000511917,3.41283,0.005924
153,-1.037516101,0.0,-0.001193833,3.32,0.005885
154,-0.743962064,0.0,-0.0039605,3.26953,0.005817
155,-0.971757446,12.18644503,0.033541917,3.32974,0.005923
156,-1.205277698,13.73176546,0.042629917,3.29726,0.005839
157,-1.328596551,229.9594653,0.003185833,3.20388,0.005791
158,-1.234184531,0.0,-0.0023,3.13181,0.005943
159,-0.982190435,704.5765677,0.000923333,3.26412,0.005978
160,-0.757640886,776.5964274,0.001153833,3.31168,0.005853
161,-0.98710521,0.0,-0.001035917,3.34304,0.005717
162,-1.225651588,0.0,-0.000639667,3.34592,0.005752
163,-1.301887539,0.0,-0.001924083,3.28636,0.005855
164,-0.705715122,63.46082188,0.010172083,3.23984,0.005918
165,0.153511776,0.0,-0.004017083,3.19274,0.005947
166,0.320590303,19.72289632,0.043082333,3.23929,0.005854
167,0.065495574,16.47667841,0.063233417,3.21261,0.005912
168,-0.118124031,0.0,-0.005234833,3.15434,0.00601
169,-0.162147165,16.61698652,0.048298917,3.19011,0.005913
170,-0.024679201,13.35503833,0.0725345,3.31238,0.005854
171,-0.479896721,0.0,-0.05029825,3.28909,0.005962
172,-0.806476278,0.0,-0.014956833,3.21233,0.006127
173,-1.074661118,18.19786517,0.055905167,3.18253,0.006139
174,-1.251434181,81.87294441,0.011666917,3.18317,0.006091
175,-1.261212042,37.41821984,0.034330917,2.94447,0.006007
176,-1.103124001,38.50018722,0.030846,2.8668,0.006014
177,-0.777064324,532.3408832,0.001633083,2.83775,0.006002
178,-0.889778917,2616.836312,0.000358167,2.91938,0.005954
179,-1.149023692,720.0297889,0.002187833,2.8783,0.005936
180,-0.383746185,0.0,0.00018075,2.77223,0.006045
181,-0.701946221,0.0,-0.00974825,2.84674,0.006096
182,-0.965465149,29.16950832,0.049151833,2.89572,0.006072
183,-0.756736258,18.16838952,0.067577,2.74996,0.005969
184,-0.948068633,129.7361967,0.00854,2.77036,0.005951
185,-1.18424587,0.0,-0.004137917,2.87424,0.00594
186,-1.29199253,0.0,-0.002738,2.72266,0.00579
187,-1.234368412,0.0,-0.006991333,2.60815,0.005815
188,-0.97219909,41.93179349,0.043063417,2.68109,0.005854
189,-0.772950752,14.18899969,0.121956167,2.78733,0.005883
190,-1.002526833,116.4381169,0.017522167,2.78499,0.00593
191,-1.220082383,0.0,-0.069465083,2.76198,0.00595
192,-1.28407039,30.99966828,0.046803833,2.7486,0.005931
193,-2.086506433,24.5937108,0.067569417,2.82948,0.005976
194,-2.028316328,300.5890689,0.004603083,2.85433,0.005966
195,-1.930095453,0.0,-0.002422,2.85883,0.005852
196,-1.450715059,0.0,-0.002258,2.82207,0.005911
197,-1.282788544,299.3492198,0.005668333,2.73766,0.005924
198,-1.288690127,0.0,-0.00334125,2.6708,0.005823
199,-1.810045482,45.7506967,0.025779333,2.81729,0.005891
200,-1.865879482,33.71882395,0.041154083,2.72691,0.005988
201,-1.966678791,299.5750178,0.005845,2.46974,0.006094
202,-2.219077388,0.0,-0.00314575,2.46746,0.006074
203,-1.477069763,0.0,-0.002946,2.45297,0.00592
204,-1.319231129,827.4537745,0.00227125,2.58125,0.005878
205,-1.113999144,0.0,-0.006252667,2.72636,0.005974
206,-0.805309616,40.55588653,0.049028583,2.64581,0.005897
207,-0.88124169,27.3405516,0.075532667,2.52196,0.005863
208,-1.123604515,417.9891219,0.0050925,2.45301,0.005902
209,-1.29904218,0.0,-0.012174917,2.44227,0.005944
210,-1.26949505,0.0,-0.00664425,2.51989,0.006103
211,-1.070300987,42.19892386,0.051992917,2.54628,0.006043
212,-0.758052802,30.21937389,0.067205,2.61112,0.006019
213,-0.946044719,494.5829672,0.004536833,2.42692,0.006108
214,-1.177414296,0.0,-0.001195083,2.35831,0.006151
215,-1.320648323,0.0,-0.005562583,2.36909,0.006122
216,-1.228014486,102.7580034,0.025080333,2.44493,0.006099
217,-0.951422088,23.18999611,0.104452333,2.6891,0.006093
