Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (kg/kg),CO2Y (kg/kg)
0,0.166048490824855,56.1021928318888,0.117113375,0.0008514484936168,-0.0006787709875917
2,0.0887487628775395,338.531766751542,0.0144772916666719,0.0062493669101887,0.0075579587778199
4,-0.240263153618561,0.0,-0.004243041666666,0.0,0.0
6,-0.547817805703654,0.0,-0.0016779166666681,0.0,0.0
8,-0.77566296705474,2058.44563316446,0.0037482083333332,0.0181972311381182,0.0899448385496496
10,-0.545055559569244,0.0,-0.0288761249999988,0.0,0.0
12,-0.912016944669311,0.0,-0.0088198749999985,0.0,0.0
14,-0.317588531464501,271.405794180046,0.0392862916666665,0.0002278468276248,0.0478136536529584
16,1.94651234809873,4269.69718190173,0.0031876250000009,-0.0049276866941803,0.537946262019224
18,2.86494795311036,0.0,-0.0088962499999996,0.0,0.0
20,3.83123026487373,-1348.69355742987,0.0018616666666657,0.0043621623555949,0.69455841387272
22,4.17460335226318,0.0,0.0003532499999969,0.0600036900922148,2.45154217271562
24,2.25969557498508,0.0,-0.0033962500000003,0.0,0.0
26,1.25628369746857,500.622185954475,0.0198937500000008,0.0033078255192633,0.0514460364058519
28,1.49162674764263,202.361953785522,0.0277952916666679,0.0021519487119238,0.0294689603425024
30,0.624915567311344,0.0,0.0022213750000001,0.0380203721004101,0.949841132885987
32,-1.91617732823103,0.0,-0.0203731249999993,0.0,0.0
34,-6.28669039216691,348.733642438398,0.124222583333334,0.0054694743063111,0.229562338450782
36,-12.8819834333492,504.552538643496,0.149063249999999,0.0121660130316519,0.364445547151593
38,-3.96207586774813,0.0,-0.0060845416666672,0.0,0.0
40,38.2994496915669,1993.10590225915,0.0614470000000014,0.0908020507921937,1.69230538877022
42,92.6928778138518,1219.20397191278,0.104249416666664,0.0703001285945223,1.17428093562719
44,147.868744993628,675.958888913319,0.233086083333332,0.036581498453183,0.573555535825932
46,202.494975985112,1003.57769450807,0.179832125,0.0555824806697748,0.819641504393265
48,234.187191862051,1159.63595343876,0.174014208333332,0.0667542716001947,0.882506042593591
50,255.0519793613,945.760867821618,0.193392125000002,0.0721529484488352,0.825529691289697
52,257.254608245765,2416.88864749233,0.0944408750000001,0.165229919437485,1.64828956144565
54,271.255759851181,1206.57103695053,0.204462833333333,0.0897721033348752,0.781964538197465
56,262.264153558032,618.712990179888,0.331696791666667,0.0606404740248365,0.460635476843269
58,258.521242923312,854.31738567724,0.272655791666664,0.0815066251754483,0.551162063686119
60,251.161659625738,1946.32132006163,0.108791000000002,0.223594235827242,1.32457258774959
62,241.501754575412,817.613317979042,0.248277916666667,0.102691504625368,0.537995776216041
64,237.449937482723,1107.70768058413,0.184102333333332,0.148725507077032,0.695638406092957
66,216.956836223472,1905.79729235405,0.0920639999999991,0.303038709107603,1.27967826880719
68,205.003332841217,596.647715006963,0.243543999999999,0.118994174639809,0.46450618950905
70,182.280309139038,659.844191661152,0.212585958333334,0.131058949005703,0.486966463213977
72,167.848021344234,1249.57774367699,0.119725166666666,0.229183638665765,0.825353717136132
74,152.61230763514,650.741832036922,0.215518333333334,0.125561910926214,0.441155104899071
76,142.562470733084,736.599503204904,0.182659999999999,0.151024749746278,0.521036119121939
78,133.078172817001,1092.20056477959,0.117867166666666,0.229289595116273,0.781674425940954
80,133.461544191807,592.209497688896,0.255354999999999,0.106502863940922,0.357737073228618
82,134.169380689997,696.69246558434,0.183995166666666,0.147865396740065,0.490432520397532
84,136.408331195952,1059.7342821414,0.12673129166667,0.215368801023609,0.710146978429311
86,135.544090252634,929.311276796218,0.157443375000001,0.169058161836396,0.558161736159598
88,135.388109553317,1321.14064466921,0.097713458333331,0.274335171909708,0.907896313721482
90,133.27402199617,422.49200929523,0.303714458333332,0.0877184725549523,0.290781813810474
92,132.684766619007,567.693916275811,0.253914041666666,0.105186096598409,0.346476126630684
94,134.767395242888,0.0,0.0263043333333322,1.03220814392173,3.38824103460217
96,134.963491065763,793.133602556089,0.207493791666667,0.132925411456497,0.433594827156571
98,131.486206643915,608.84473553133,0.224497375000001,0.120943731793762,0.387462633453134
100,134.659794742212,1141.83354201203,0.133926083333335,0.207476270957281,0.653270967736913
