Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,-1.878571657,0.0,-0.265883917,1.0261,0.001395
1,-1.794559931,0.811405633,0.151940583,1.04858,0.001463
2,-1.46553495,0.672037574,0.108727583,1.07412,0.001579
3,-1.431153329,-1.228200383,0.06273675,1.11407,0.001699
4,-1.640234836,-0.480534852,0.05013925,1.0864,0.001715
5,-1.849974837,-0.308230406,0.057017,1.04524,0.001732
6,-1.060773206,-0.282572433,0.064041,1.05831,0.001754
7,1.314041321,-49.51457582,0.00219725,1.10685,0.001838
8,3.693143192,0.0,-0.003209,1.14776,0.001891
9,4.883105586,-8.774270808,0.002461833,1.25684,0.001757
10,4.910486618,0.0,-0.003946667,1.29163,0.001752
11,4.220243657,-2.261965883,0.032678167,1.11374,0.002005
12,3.705707362,1.417910677,0.040998083,1.03444,0.002352
13,2.882516093,-46.33713323,0.00231725,0.932426,0.002788
14,2.286836169,-408.7021237,0.000399167,0.968852,0.003388
15,1.151308649,-4.378276752,0.008376583,1.21764,0.00444
16,0.510723253,62.41340638,0.00064725,1.2352,0.005622
17,-0.53292666,0.0,-0.008092833,1.09151,0.006752
18,-0.741631244,0.0,-0.00038525,1.02351,0.007502
19,-0.532252989,0.0,-0.006022917,1.12158,0.008008
20,-0.262742243,0.776656012,0.05785525,1.20044,0.008215
21,-0.44417179,-1.859501423,0.00709075,1.19091,0.008028
22,-0.667955904,0.0,-0.0085845,1.12598,0.007672
23,-0.768000401,1.297863908,0.050249667,1.12472,0.007287
24,-0.714356838,0.169476694,0.06100725,1.16298,0.006789
25,-0.453685398,0.965627419,0.076949667,1.25435,0.006339
26,-0.264290842,-20.43899371,0.00573425,1.22017,0.005826
27,-0.492202422,0.0,-0.014128333,1.14764,0.005302
28,-0.708320802,-753.1965403,0.00037525,1.16146,0.004855
29,-0.788325351,0.0,-0.00858275,1.12055,0.004473
30,0.180097511,-0.566302231,0.051441167,0.97759,0.004116
31,0.012216384,1.611693901,0.068122833,1.07598,0.0037
32,-0.25950537,30.70812312,0.004794417,1.08672,0.003433
33,-0.533019415,396.6501925,2.18e-05,0.901791,0.00312
34,-0.719964663,0.0,-0.008726667,1.0141,0.002829
35,-0.783375105,-2.529178321,0.036942583,1.03123,0.002564
36,-0.635615957,-0.523929915,0.037923667,1.03065,0.002544
37,-0.302669465,-2.867179976,0.050788417,1.10936,0.002408
38,0.396722126,-1.932075781,0.0646105,1.09468,0.002133
39,0.461884751,8.386122995,0.00354125,1.05982,0.001961
40,0.347691405,0.0,-0.00249775,1.11395,0.001904
41,0.323573476,0.0,-0.000166083,1.10362,0.001866
42,-0.315970224,-94.00075772,0.001297167,1.07298,0.00177
43,-0.275135147,0.0,-0.00111975,1.01916,0.001725
44,-1.153475933,13.19658547,0.000583333,1.0754,0.001757
45,-1.679820452,-154.4387745,0.00137975,1.1431,0.001755
46,-0.971193885,0.0,-0.0104625,1.29172,0.001741
47,-0.767977773,1.147622101,0.049284,1.42745,0.001816
48,-0.541085759,-0.881043277,0.068062333,1.45725,0.001836
49,0.569073407,-16.8593212,0.00440425,1.38049,0.001923
50,0.634771915,0.0,-0.008631083,1.27656,0.001921
51,-0.45916627,5.592609668,0.026135333,1.2878,0.001746
52,-0.782769717,0.992994131,0.086617083,1.38541,0.001665
53,-1.576057789,-0.04057887,0.12068675,1.33442,0.001777
54,-0.677150133,0.592942812,0.067747083,1.21433,0.001937
55,-0.282703118,-63.5593856,0.001997,1.16929,0.001971
56,-0.483358069,0.0,-0.000258917,1.15783,0.002033
57,-0.694631932,22.37825852,0.000453583,1.2062,0.002287
58,-0.787985374,10.55111236,0.009324333,1.21386,0.002338
59,-0.698170754,-3.789512204,0.001059917,1.13245,0.002326
60,-0.394680228,0.0,-0.01522,1.29961,0.002567
61,0.597640387,1.956012747,0.033956083,1.353,0.0028
62,0.561932808,2.064970526,0.045976083,1.47387,0.002907
63,0.387183874,79.14652104,0.002323083,1.43528,0.00288
64,0.345117665,0.0,-0.0025575,1.33743,0.002899
65,0.481292545,721.0581967,0.00087775,1.23644,0.002945
66,0.767300208,0.0,-0.002949917,1.1963,0.002837
67,0.73614393,0.0,-0.0101625,1.31349,0.00268
68,0.519093797,15.09496303,0.064009167,1.379,0.002584
69,0.346972274,13.16200154,0.06968525,1.32938,0.002639
70,0.336646574,0.0,-0.006618083,1.35941,0.00265
71,0.479806857,0.0,-0.007914667,1.48193,0.002526
72,0.82200311,42.19360261,0.051769333,1.60036,0.00253
73,0.71851416,25.78313038,0.060254167,1.64799,0.002449
74,1.307385977,309.0930442,0.006020833,1.64635,0.002291
75,1.424523558,0.0,-0.006806,1.87709,0.002286
76,1.448989702,62.17814542,0.029841,2.15644,0.00229
77,1.628420102,43.04911429,0.03605275,2.55106,0.002185
78,1.902992464,38.73017362,0.05877675,2.90276,0.002086
79,1.775250005,29.90666906,0.064709417,3.32816,0.002087
80,1.52287799,0.0,-0.005407083,3.64721,0.002286
81,1.405897499,33.13874652,0.05032325,3.99829,0.002412
82,1.462520425,24.72168997,0.065312583,4.59421,0.002455
83,1.829770798,0.0,-0.002324333,4.99654,0.002385
84,2.801687806,59.93453842,0.031611583,5.33924,0.002336
85,2.781422757,67.25187618,0.035443333,5.71668,0.002442
86,2.575291142,44.82616903,0.04736575,5.99814,0.002683
87,2.504682306,18.71497342,0.118444083,6.44357,0.002822
88,2.616409413,44.52709869,0.074329,7.01919,0.002963
89,2.825510565,0.0,-0.00246775,7.79023,0.003148
90,2.978581949,151.1761445,0.02008975,8.70434,0.003412
91,2.123730976,36.45691563,0.102142417,9.62107,0.003508
92,1.532208331,52.36307881,0.0729275,10.6391,0.00368
93,1.401865868,0.0,-0.012581417,11.3908,0.003919
94,1.533000528,73.73301976,0.048851583,12.3874,0.004066
95,1.842121651,68.85369648,0.066607667,13.1462,0.004125
96,1.829394443,0.0,-0.005207333,14.1736,0.004274
97,1.219149948,102.9581885,0.050190417,14.9757,0.004392
98,0.478865807,87.79972532,0.060580417,15.3259,0.004413
99,0.336097141,117.2669732,0.040724417,15.5892,0.004607
100,1.364065116,101.7942289,0.03642725,15.9395,0.004847
101,1.886588451,71.93939591,0.067963,16.2238,0.004866
102,1.782024445,755.359445,0.007213333,16.5262,0.004857
103,1.534218465,0.0,-0.015845667,16.8857,0.004928
104,1.439924089,102.8172042,0.059573083,17.0304,0.005041
105,1.448775743,0.0,-0.001508,16.875,0.005034
106,1.658192473,187.455954,0.03315375,17.0123,0.00504
107,1.91347066,45.48181155,0.152570917,17.3203,0.0051
108,1.746377368,67.12725374,0.11659125,17.6146,0.005007
109,1.518538265,0.0,-0.001501,17.5154,0.004983
110,1.433911479,136.6257248,0.045535917,17.3093,0.004954
111,1.470213194,95.97549683,0.065214333,17.1916,0.005017
112,2.539910571,0.0,-0.017537083,16.8654,0.005162
113,2.959467316,52.08527616,0.138631417,16.5336,0.005291
114,2.774656091,64.26533082,0.123625083,16.2494,0.005318
115,2.579785048,0.0,-0.05150425,15.8945,0.005377
116,1.895363435,0.0,-0.016929833,15.6048,0.005309
117,1.57243198,178.4824651,0.045812333,15.2471,0.005155
118,1.794977008,77.58733124,0.10126975,14.9862,0.005165
119,1.902984555,163.9505782,0.049064083,15.0405,0.00526
120,2.415918628,0.0,0.000841583,15.044,0.005248
121,2.535443764,0.0,-0.008831,14.854,0.005201
122,2.495472825,141.2035248,0.049261167,14.7533,0.005363
123,2.621464288,111.5378562,0.063358,14.6066,0.005445
124,3.751444614,2666.046849,0.002809917,14.5502,0.005221
125,3.133866334,151.6508473,0.050824333,14.8642,0.005094
126,2.695041292,130.1766249,0.05664925,14.919,0.005025
127,2.511210949,0.0,-0.001149,15.0087,0.004924
128,2.482243382,481.2078809,0.014004833,15.0299,0.005068
129,2.685255185,47.06016197,0.190197333,14.983,0.005414
130,2.955944427,38.17283769,0.228314833,14.9594,0.005815
131,2.880404549,140.4124886,0.056052583,14.9961,0.006044
132,3.409305409,0.0,-0.002753167,14.9871,0.006275
133,3.547242198,0.0,-0.009121083,14.9967,0.006509
134,2.691697557,130.9569797,0.065012333,14.8027,0.006637
135,2.662453567,119.9700647,0.067970833,14.6091,0.006671
136,2.276328183,0.0,-0.010811417,14.6847,0.006612
137,1.821382857,0.0,-0.0040025,14.8039,0.006487
138,1.170531858,1789.863191,0.005271583,14.8468,0.006387
139,0.436395785,0.0,-0.007210667,14.7673,0.00625
140,-0.43974567,165.371986,0.052096583,14.6369,0.006076
141,-0.460691415,140.1307244,0.068038333,14.512,0.005999
142,-0.240076936,0.0,-0.001418167,14.466,0.005957
143,-0.440370226,323.0839139,0.030758333,14.3493,0.005885
144,-0.672437015,290.2042212,0.03994075,14.3364,0.005805
145,-0.797541924,238.7265798,0.05389675,14.254,0.005585
146,-0.694889786,153.4019445,0.048512833,14.0181,0.005422
147,-0.432695383,38.19322235,0.085046167,13.9304,0.005336
148,-0.26887938,13.25299425,0.15789575,13.842,0.005212
149,-0.496708104,35.1339681,0.073903333,13.7675,0.005159
150,0.15398081,0.0,-0.00289275,13.8959,0.005082
151,0.302037328,230.2833431,0.030662167,14.1857,0.00507
152,1.816436686,47.04823027,0.19403825,14.2844,0.005015
153,5.743097526,48.79724836,0.213585417,14.2256,0.00496
154,12.13354035,217.7173389,0.050089583,14.4293,0.004965
155,20.78292165,194.6349741,0.047404417,14.5559,0.004921
156,31.28787465,215.8023871,0.060461833,14.6963,0.00491
157,42.39264475,0.0,-0.001007167,15.2513,0.005078
158,53.42633829,225.6101707,0.05140775,16.0677,0.005458
159,64.56573202,215.6975678,0.063105417,17.2462,0.006226
160,72.62390897,0.0,0.000198417,18.6702,0.00827
161,80.12637943,1333.646587,0.007559417,20.1478,0.011881
162,85.94199995,44.01222033,0.214813083,21.53,0.017361
163,91.78101136,34.59029599,0.343268583,22.8735,0.024408
164,95.83303557,75.18101855,0.1464725,23.8933,0.033539
165,99.14223243,0.0,-0.00079925,24.673,0.043819
166,101.373439,0.0,-0.005117,25.1952,0.055391
167,104.3924034,578.0717445,0.014434333,25.4746,0.067021
168,105.3347565,0.0,-0.004759833,25.6976,0.079192
169,107.3902499,620.5468872,0.02097,25.9156,0.090975
170,108.1053692,154.0932161,0.041762,26.1879,0.101622
171,109.6443279,0.0,-0.005541417,26.4437,0.111429
172,109.475563,195.3581813,0.0372525,26.5835,0.120556
173,107.6710879,61.94011572,0.142815667,26.5527,0.128604
174,107.1137713,42.69834805,0.1575065,26.485,0.135414
175,106.0338991,33.05093079,0.116644667,26.4433,0.14161
176,105.693399,40.70163994,0.101197833,26.2009,0.146774
177,105.1014317,80.8898792,0.055766833,26.0095,0.151192
178,104.4388895,1743.93844,0.002145333,26.0693,0.154976
179,103.2034861,0.0,-0.0171485,25.7224,0.158246
180,102.2670295,64.55835867,0.055191,25.2895,0.160726
181,100.5962852,68.41134952,0.048409333,25.0627,0.162387
182,99.227008,24.31435214,0.126088,24.8406,0.163521
183,100.3202493,7.94775218,0.254378333,24.3976,0.164286
184,99.063068,17.68977342,0.120510417,23.9907,0.164615
185,98.56972069,1371.437787,0.001674667,23.4187,0.164652
