Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,1.341920879,0.0,-0.056962083,1.62137,0.008097
1,1.640530764,3.954289175,0.02133025,1.63413,0.008249
2,1.86730975,0.0,-0.034931917,1.64575,0.008497
3,1.336825359,0.0,-0.047801667,1.65037,0.008848
4,1.136875942,5.63721245,0.030324833,1.69599,0.009139
5,1.1681339,1.207219523,0.04396475,1.70699,0.009293
6,1.390959821,19.84055955,0.0042625,1.75229,0.009387
7,1.626173568,3.83034538,0.00326475,1.55358,0.009564
8,1.425388744,0.0,-0.008623667,1.65344,0.009774
9,1.212839464,0.509906541,0.04679775,1.67627,0.009909
10,1.104836126,-0.985085434,0.063634167,1.5734,0.010001
11,1.185183482,65.03344849,0.001959583,1.51531,0.009889
12,1.441044883,0.0,-0.00169875,1.63678,0.009707
13,0.72683213,75.53612356,0.002517583,1.71486,0.009373
14,0.819193338,0.0,-0.008149583,1.63444,0.00913
15,0.342585603,4.411170643,0.050725583,1.53528,0.009153
16,0.034957207,1.299244734,0.06266075,1.55674,0.009139
17,0.1163915,8.290866655,0.025546333,1.68745,0.009127
18,1.305901911,20.07588228,0.006052083,1.7603,0.009162
19,1.565398804,0.0,-0.01838325,1.69114,0.009166
20,1.319495543,0.0,-0.004488083,1.74163,0.009263
21,1.133135076,0.0,-0.003422583,1.6338,0.009419
22,1.065614196,0.0,-0.00355875,1.55488,0.009553
23,0.344322868,1.949362471,0.036156333,1.58188,0.009677
24,0.473045534,5.218315057,0.043249417,1.4579,0.009654
25,0.433942486,20.70448331,0.005187083,1.46066,0.009536
26,0.210871138,0.0,-0.003533917,1.62752,0.009541
27,0.039104517,7.0263729,0.027142833,1.66892,0.009437
28,0.024247593,49.32388291,0.00548275,1.63471,0.009221
29,0.204810281,0.0,-0.037479833,1.60249,0.009156
30,0.504212354,6.331925548,0.0483185,1.56115,0.009025
31,0.383790879,1.955171812,0.066542083,1.59199,0.008857
32,0.142256613,0.0,-0.002758583,1.58356,0.008698
33,0.012713667,1.246030391,0.058327667,1.61129,0.00864
34,0.034649234,65.76530758,0.005369667,1.65857,0.008638
35,0.27254425,0.0,-0.009963333,1.60227,0.008648
36,0.546201608,-2.055188479,0.05784725,1.59629,0.008509
37,0.369103008,7.052873812,0.027024,1.64715,0.008386
38,0.108174546,0.0,-0.002239167,1.62269,0.008383
39,-0.624553549,20.59726849,0.01263175,1.75541,0.008317
40,-0.984742592,6.254313013,0.0421735,1.82007,0.008311
41,-0.797948349,0.0,-0.002432917,1.65103,0.00828
42,-0.57233943,5.248864667,0.049044583,1.48754,0.00823
43,-0.786671877,7.289929743,0.06230825,1.45125,0.008103
44,-1.010669318,92.94550818,0.004801833,1.59945,0.007972
45,-1.492931393,0.0,-0.013219,1.8154,0.007793
46,-2.014025823,4.25940046,0.084610917,1.75074,0.007791
47,-1.76671329,2.734813769,0.12388925,1.72461,0.007815
48,-1.712385654,15.16726436,0.011603083,1.81144,0.007759
49,-1.927221878,0.0,-0.016708917,1.95915,0.007614
50,-2.11816555,0.0,-0.008419333,1.85358,0.007476
51,-2.176538612,6.313421174,0.051268083,1.65461,0.007442
52,-2.058590664,5.913037467,0.065891333,1.68535,0.007476
53,-1.765353079,102.7663356,0.00521825,1.74051,0.007544
54,-1.290361927,0.0,-0.01092825,1.6965,0.007613
55,-1.012223666,7.450670752,0.045548583,1.65382,0.007576
56,-1.043379264,5.014544105,0.09815125,1.67155,0.00756
57,-1.052925298,11.92978142,0.047459,1.79585,0.007554
58,-0.913756505,94.9325049,0.002502917,1.92594,0.007505
59,0.267428882,0.0,-0.006721,1.82463,0.007578
60,0.38031541,8.838853954,0.045281417,1.74129,0.007667
61,0.14154129,4.870264087,0.114023583,1.72699,0.00766
62,-0.000994619,9.08473703,0.067716583,1.7968,0.007662
63,0.031586367,141.3337396,0.00378825,1.78509,0.007753
64,0.244875446,65.72747699,0.008558917,1.74924,0.008011
65,0.525919335,417.3463277,0.001390083,1.71222,0.008054
66,0.336917554,0.0,-0.007738583,1.66881,0.008087
67,0.11586989,0.0,-0.000745167,1.71813,0.008169
68,0.02313039,0.0,-0.0050345,1.71407,0.008194
69,0.10652342,25.84363739,0.033576167,1.70644,0.0083
70,0.32234426,21.61783462,0.042641083,1.6729,0.008262
71,0.525165773,0.0,-0.001131333,1.74582,0.00817
72,0.307300931,14.94732601,0.050816083,1.93833,0.008183
73,-0.821550388,9.749719022,0.063031833,1.86156,0.00817
74,-1.059829001,43.41209439,0.013709167,1.75946,0.008143
75,-0.997448191,0.0,-0.008124,1.8197,0.008148
76,-0.703977558,20.61875076,0.042677,1.76632,0.008145
77,-0.573346618,18.92749059,0.066250667,1.72395,0.008014
78,-0.811589498,340.68947,0.00304725,1.77537,0.00785
79,-1.009445285,0.0,-0.009641833,1.88756,0.007889
80,-0.654398031,18.53345947,0.05238,1.89196,0.007837
81,-0.000624323,24.07438744,0.061146167,1.86697,0.007705
82,0.439120826,510.3663371,0.002507333,1.81729,0.007626
83,0.429360447,0.0,-0.010514167,1.84448,0.007554
84,0.195206539,21.09543564,0.062791083,2.03304,0.007558
85,0.022107548,118.0161798,0.013942667,2.25995,0.007483
86,-0.837200753,0.0,-0.0306205,2.23038,0.007381
87,-0.899073728,36.37569967,0.0413495,2.04034,0.007432
88,-0.726217654,0.0,-0.03302075,2.01263,0.007534
89,-1.421591804,0.0,-0.010883833,2.07529,0.007425
90,-1.985733062,41.45274302,0.040281333,2.10383,0.007454
91,-2.151873232,566.2802885,0.00382325,2.23354,0.007493
92,-2.159721173,0.0,-0.007472417,2.37511,0.007342
93,-1.569397012,68.02077687,0.047351,2.30162,0.007251
94,-0.681949294,22.75772018,0.087039833,2.41777,0.007365
95,-0.733436514,272.4246905,0.0106435,2.58508,0.007378
