Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,1.611583774,0.0,-0.153954167,1.20602,-0.000281
1,1.863675097,0.0,-0.046119167,1.29972,-0.000298
2,2.060057473,0.0,-0.002954167,1.33133,-0.000247
3,2.29883716,36.51791811,0.002283333,1.22716,-0.000289
4,2.103554472,0.0,-0.009813417,1.02479,-0.000411
5,1.850566899,-0.909529855,0.060547833,1.02993,-0.000549
6,1.755779921,16.60371983,0.004774083,1.25391,-0.000611
7,1.815201456,0.0,-0.01128075,1.14972,-0.000493
8,2.142457002,1.457511964,0.065643333,1.2501,-0.000391
9,2.300481572,17.77645233,0.007456917,1.28712,-0.000438
10,2.051492901,0.0,-0.006582,1.22849,-0.000417
11,1.773863154,0.0,-0.002646583,1.13446,-0.000334
12,0.860011887,0.0,-0.001069333,1.17604,-0.000429
13,0.771486323,0.0,-0.001237417,1.15054,-0.000562
14,1.079793718,0.0,-0.000187417,1.05765,-0.000417
15,1.13484581,-23.90203816,0.002989333,1.06934,-0.000458
16,0.887250742,3.467258887,0.002666917,1.15138,-0.000606
17,0.720019993,0.0,-0.005051417,1.24769,-0.000495
18,0.667909878,4.611008064,0.016998333,1.14677,-0.000363
19,0.814834424,17.93731839,0.0051485,1.00226,-0.00044
20,1.123109329,0.0,-0.021761583,1.0258,-0.00035
21,1.083908225,0.0,-0.00067075,1.05418,-0.000384
22,-0.052433016,30.67309397,0.003235417,1.14863,-0.000475
23,-0.398760748,0.0,-0.001619083,1.24661,-0.000462
24,-0.427069943,0.0,-0.00788925,1.31777,-0.000396
25,-0.241368708,0.440717029,0.054388917,1.20162,-0.00034
26,0.094053897,0.538336436,0.065917167,1.13812,-0.000367
27,-0.041812933,559.8475219,6.95e-05,1.25043,-0.000388
28,-0.31982724,1.637896867,0.025379333,1.22703,-0.000346
29,-1.346988515,25.15356296,0.003596,1.09204,-0.000351
30,-0.614325043,0.0,-0.029757917,0.920595,-0.000435
31,-0.199582067,195.2172999,0.000651667,0.970827,-0.000479
32,0.10220485,26.6727557,0.0027405,1.05697,-0.00046
33,-0.111813162,0.0,-0.0018435,1.02284,-0.000506
34,0.549027865,0.0,-0.001557917,1.06442,-0.000499
35,0.657433535,163.4597062,0.001182333,1.05459,-0.000555
36,0.742074177,68.85467083,0.001895083,1.0527,-0.000467
37,1.003165116,0.0,-0.00279575,1.07808,-0.000427
38,1.160529473,-5.012281532,0.022478417,1.09744,-0.000441
39,0.949124431,-18.31088305,0.005623667,1.15896,-0.000377
40,0.736088671,0.0,-0.02232525,1.1367,-0.000259
41,0.656947283,0.0,-0.00385275,1.14815,-9.9e-05
42,0.759387315,0.0,-0.005155083,1.15728,8.8e-05
43,1.925527178,5.303900138,0.033827,1.23387,0.000308
44,2.199171549,5.036716892,0.042599417,1.23023,0.000508
45,1.976560079,-58.48544156,0.004100833,1.19649,0.000382
46,1.791268465,0.0,-0.003242167,1.20421,0.000361
47,1.752429192,0.0,-0.005448417,1.12206,0.000296
48,1.90226956,4.046940849,0.021955167,1.06092,0.000192
49,2.224511558,19.0396611,0.00670875,1.04904,0.000227
50,2.213946931,0.0,-0.02115875,1.08274,4.6e-05
51,1.943651355,0.0,-0.005297667,1.10687,-0.000161
52,1.802262997,0.0,-0.00039375,1.15754,-0.000122
53,1.572447285,0.0,-0.004777083,1.24283,-2e-05
54,0.976487016,2.615581022,0.053354417,1.29016,-9.8e-05
55,1.148368471,-1.435834702,0.061827,1.28662,-0.000223
56,0.141958953,-13.32645515,0.001560833,1.16283,-0.000213
57,-0.308213856,0.0,-0.001224083,1.26817,-0.000268
58,-0.451522562,4.772993797,0.008176833,1.2607,-0.00037
59,-0.414967952,107.2590094,0.00215525,1.17445,-0.000374
60,-0.208972976,0.0,-0.0053015,1.06423,-0.000365
61,0.057032493,78.06490104,0.001708,1.09358,-0.000433
62,-0.120921938,0.0,-0.002800417,1.2099,-0.000392
63,0.396546655,0.0,-0.001708917,1.30933,-0.000429
64,0.611813134,0.0,-0.003598917,1.23078,-0.00046
65,0.717318899,3.199697955,0.06037425,0.965975,-0.000484
66,0.956518896,16.114243,0.01097525,0.879304,-0.000535
67,2.057070606,0.0,-0.06199275,1.05109,-0.000496
68,1.112997531,0.0,-0.00580225,1.20883,-0.000518
69,0.715018727,366.4709388,0.000560667,1.20946,-0.000627
70,0.620008417,0.0,-0.00916025,1.31507,-0.000628
71,0.727341827,3.531515791,0.05168825,1.29059,-0.000597
72,1.026437307,1.58381002,0.065049833,1.11103,-0.000524
73,1.113075994,-12.99489967,0.004274583,1.08609,-0.000465
74,-0.016416867,0.0,-0.00113875,1.16241,-0.000541
75,-0.406227715,0.0,-0.001276333,1.2329,-0.000544
76,-0.466834891,-1.058765389,0.040424167,1.14828,-0.000437
77,-0.332342179,15.51444126,0.00547675,1.12316,-0.000446
78,-0.022587022,0.0,-0.046125583,1.07871,-0.000536
79,0.883262787,1.30396558,0.031212167,1.05025,-0.000489
80,0.816465777,-0.729512593,0.043006333,1.05645,-0.000378
81,0.664899864,17.06939727,0.001816417,1.01345,-0.000353
82,-0.251654325,68.12039439,0.002090833,1.04303,-0.000281
83,-0.284320217,32.55964342,0.0011495,1.11626,-0.000239
84,0.042480326,0.0,-0.003737667,1.0955,-0.000247
85,-0.065190868,-52.10627372,0.002741417,0.904463,-0.000201
86,-0.297218867,-3.172325882,0.055593667,0.975696,-0.0002
87,0.46178141,0.276708641,0.052176583,1.08766,-0.000285
88,-0.101226857,0.0,1.77e-05,1.12003,-0.000296
89,-0.183585803,0.0,-0.00130875,1.12811,-0.000239
90,0.070745014,-71.46619191,0.001247,1.08308,-0.000211
91,-0.118634446,0.0,-5.83e-05,0.970126,-6.4e-05
92,-0.349689049,-174.0882999,0.001055,0.983065,-9.7e-05
93,-0.447554673,0.0,-0.006881083,1.14376,-0.000128
94,0.471177883,0.576230519,0.048425917,1.23703,-0.000138
95,0.89558421,0.921125944,0.0867125,1.09923,-0.000122
96,1.153663096,-15.09663741,0.008820667,1.05741,-6.3e-05
97,0.95567903,0.0,-0.022319,1.05155,-2.5e-05
98,0.706918692,13.42323817,0.00721225,1.10877,4.2e-05
99,0.620368007,0.0,-0.04988925,1.14294,5.8e-05
100,0.714973534,0.0,-0.065234,1.09691,0.000122
101,0.984561915,0.0,-0.014236167,1.09833,0.000152
102,1.11119313,1.05353734,0.0517135,1.23827,0.000163
103,0.870503325,1.485552461,0.064422083,1.30305,8.1e-05
104,0.171201141,15.59320354,0.003042667,1.23209,-4.7e-05
105,-0.399721862,0.143931874,0.017762,1.16302,1.7e-05
106,-0.345431682,0.93912971,0.05491025,1.10601,5.6e-05
107,0.142752027,-0.668608084,0.036561417,1.17681,-1e-06
108,0.906713552,0.0,-0.000521583,1.21455,5.3e-05
109,0.811615016,0.0,-0.00123,1.23868,9.8e-05
110,1.560743269,79.21472988,0.001638333,1.16411,8.9e-05
111,1.757445962,161.5032051,0.001383417,1.10764,8e-05
112,1.886516956,0.0,-0.000602417,1.12191,6e-06
113,2.221179377,0.0,-0.004788333,1.21571,-2.9e-05
114,2.109129884,3.697216133,0.033675583,1.23021,6.6e-05
115,1.872309494,2.188883686,0.062723833,1.05851,9e-06
116,1.750260936,-7.948731322,0.006135083,1.0894,-0.000137
117,1.761886952,0.0,-0.021196917,1.26581,-0.000123
118,1.977469979,0.0,-0.000408667,1.20053,-2e-06
119,2.293897111,53.71071036,0.000334833,1.10612,1.8e-05
120,2.082132058,0.0,-0.002141333,1.11801,-3.8e-05
121,1.840231369,0.0,-0.0022125,1.09979,-5.7e-05
122,1.736123278,0.0,-0.00044525,1.0073,-9.3e-05
123,1.787820495,87.88757316,0.00244175,1.08143,4.9e-05
124,2.023400551,0.0,-0.000384,1.23745,0.000119
125,1.760581796,2.245145465,0.018400167,1.21621,2e-06
126,1.049826638,23.38954482,0.003748833,1.23396,-3e-05
127,0.71816758,0.0,-0.020284667,1.14698,-4.7e-05
128,-0.105965382,0.0,-0.0013035,1.11187,-0.000158
129,-0.368811195,903.9253932,0.00019375,1.25456,-0.000186
130,-0.023015786,0.0,-0.00164925,1.3188,-8.3e-05
131,0.945635529,0.0,-0.001255583,1.3632,-0.000126
132,0.000640389,0.0,-0.000454,1.242,-0.000145
133,0.382049974,340.2556533,0.000504583,1.1716,-0.000195
134,0.592541138,4.414290195,0.00182875,1.13642,-0.000279
135,-0.174497156,6.717419093,0.009741167,1.22632,-0.000389
136,-0.056513577,0.0,-0.009929667,1.33327,-0.000493
137,-0.012294954,5.663638889,0.042484,1.27723,-0.000377
138,-0.266588966,3.260913784,0.0668775,1.28855,-0.000188
139,-0.461623007,84.47189434,0.003759417,1.23644,-0.00024
140,-0.465348209,61.19281462,0.005075917,1.18148,-0.0003
141,-0.327990273,0.0,-0.05184925,1.1761,-0.000331
142,0.00553059,0.0,-0.065474833,1.01813,-0.000337
143,-0.085057354,0.0,-0.008510917,0.902599,-0.000332
144,-0.32532397,4.276175902,0.05603475,0.900234,-0.000355
145,-0.456280898,3.095973045,0.05483425,1.06219,-0.000403
146,-0.474566978,3.497361271,0.053872917,1.15043,-0.000441
147,-0.291921049,4.522005711,0.063172833,1.21231,-0.000556
148,0.028610286,62.29765248,0.003812917,1.25147,-0.00058
149,-1.020573535,0.0,-0.001457167,1.0749,-0.000605
150,-0.563914686,0.0,-0.006055167,1.05978,-0.000562
151,-0.496882588,5.150745288,0.03408175,1.0809,-0.000504
152,-0.451920627,3.166801462,0.051285917,1.04449,-0.000489
153,-0.230906929,32.30134931,0.006149,1.18487,-0.000454
154,0.02615212,0.0,-0.005012667,1.26289,-0.000434
155,-0.183580675,0.0,-0.001173417,1.16437,-0.000417
156,-0.403948981,0.0,-0.008992167,1.14763,-0.000511
157,-0.511028942,4.218663385,0.055719917,1.24516,-0.000627
158,-1.325317705,3.286457199,0.066481583,1.28992,-0.000657
159,-1.296247076,31.87250079,0.008232417,1.23655,-0.000611
160,-1.103907291,0.0,-0.064175917,1.19094,-0.00056
161,-1.337283711,0.0,-0.012934667,1.12238,-0.0005
162,-0.911353195,1.48552339,0.073792917,1.02557,-0.000466
163,-0.58330683,50.19758869,0.004701917,1.11614,-0.000504
164,-0.401504884,0.0,-0.0124475,1.24468,-0.000603
165,-0.089882458,36.36234047,0.010648083,1.30156,-0.000636
166,-0.059545,0.0,-0.053095583,1.32263,-0.000579
167,-0.28902365,0.0,-0.069232083,1.33928,-0.000494
168,-0.462228541,0.0,-0.00922075,1.27376,-0.000532
169,-0.504964216,6.17911433,0.057143833,1.22209,-0.000507
170,0.402087619,5.932693198,0.065717083,1.19349,-0.000536
171,1.035700555,511.5097118,0.000928333,1.20904,-0.000622
172,1.02194542,15.7552006,0.021438167,1.11351,-0.000673
173,0.781715692,0.0,-0.05874725,1.07931,-0.000661
174,0.626362684,0.0,-0.031881167,1.10974,-0.000585
175,-0.269496787,5.460120283,0.061407583,1.09813,-0.000601
176,-0.296889378,22.08842708,0.007640167,1.07787,-0.000657
177,0.908303903,0.0,-0.002720083,1.07175,-0.000708
178,0.114729394,0.0,-0.001984917,1.09487,-0.000647
179,-0.364218905,0.0,-0.00712625,1.01075,-0.000619
180,-0.476616484,7.814851813,0.051513917,1.02632,-0.000623
181,-0.451033765,5.66755478,0.063357167,1.09873,-0.000649
182,-0.242388438,15.45646912,0.029087833,1.13848,-0.000579
