Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,-0.305273980707252,0.0065334568354086,1.68571483333328,0.194715,-0.001675
1,-0.128584013150695,0.41820998424254,0.146215166666683,0.209953,-0.00161
2,0.214918056666853,0.0,-0.272341499999996,0.173003,-0.001409
3,0.0649158972712744,0.0,-0.184976916666667,0.319328,-0.001329
4,-0.192864698729797,0.0,-0.101392833333328,0.342,-0.001333
5,-0.341739140625114,0.0,-0.101505166666663,0.11593,-0.001243
6,-0.305780181915519,0.0,-0.0582355833333281,0.13488,-0.001109
7,-0.0561868501960655,0.0,-0.393211333333337,0.173032,-0.001248
8,0.205189782079289,4.43433315975879,0.0061953333333306,0.131498,-0.001504
9,0.0038494507796694,-0.279320809519275,0.47526641666667,-0.045483,-0.001554
10,-0.246759337932291,0.0,-0.123337916666665,-0.030859,-0.001605
11,-0.319195692942664,0.0,-0.369163166666667,0.081077,-0.001753
12,-0.243299784470721,2.0352988018611,0.0414334166666658,0.174578,-0.0018
13,-0.0158748125429851,0.496907957804696,0.24471033333333,0.317749,-0.001779
14,1.05530535100652,0.0,-0.0194779166666675,0.358505,-0.001678
15,1.0538139090555,0.0,-0.0700136666666656,0.13042,-0.001669
16,0.830844913664804,0.0,-0.0056717500000012,0.152554,-0.001858
17,0.780315711431934,0.0,-0.000259500000002,0.245465,-0.001948
18,0.876008336590306,1839.174129137,4.04166666652846e-05,0.256888,-0.001898
19,1.19313667157733,25.7205107741521,0.0005069166666669,0.148441,-0.001773
20,1.24368287967088,0.0,-0.0065596666666631,0.139604,-0.001804
21,1.5252610826327,0.333007090553337,0.0605651666666572,0.190074,-0.00182
22,1.81208894480582,3.77946175055844,0.0122522499999995,0.222157,-0.001582
23,1.85666125312242,0.0,-0.0688856666666631,0.242368,-0.00135
24,2.01841525353471,3.36208356154969,0.0457545833333353,0.267933,-0.001212
25,2.37526001072688,1.31497016917247,0.0744285000000081,0.364389,-0.001105
26,1.46318705427536,0.0,-0.0465471666666749,0.315675,-0.001119
27,0.95519841256785,0.0,-0.070232916666671,0.365795,-0.000981
28,0.799292502745469,2.50447929708582,0.0145710000000025,0.381634,-0.000765
29,0.143201625940461,10.4456753543726,0.0067154999999973,0.173355,-0.000648
30,-0.0711633252619774,0.0,-0.0206224999999947,-0.029696,-0.000531
31,0.203079900029456,0.0,-0.0095881666666718,-0.030918,-0.000382
32,-0.820318075640305,1.82219290074844,0.0540025833333324,0.066457,-0.000138
33,-1.31138748853377,0.0523676126645972,0.0730886666666682,0.123482,-0.000167
34,-2.19297447431372,0.0,-0.0478148333333301,0.194775,-0.000243
35,-2.46858996808507,0.0,-0.0671481666666622,0.234863,-0.000276
36,-2.26274525401995,0.0,-0.0034609166666624,0.083322,-0.000372
37,-1.11388967329641,131.426282085444,0.0011454166666702,0.127826,-0.000361
38,-0.944510416571784,0.0,-0.0023558333333374,0.271121,-0.000407
