Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,0.044029009,0.0,-0.1375635,1.01512,0.009449
1,-0.057436918,0.969477121,0.088092667,1.10684,0.009364
2,0.586298668,0.940650552,0.063070833,1.13476,0.009239
3,0.652332733,-12.31428561,0.002862667,1.04421,0.008959
4,0.623493609,0.0,-0.0014345,0.997001,0.008598
5,0.834445479,21.87290012,0.005877,1.10498,0.00824
6,0.988687526,383.8153843,0.000524083,1.10451,0.007933
7,0.071522785,0.0,-0.002048667,1.1742,0.007578
8,-0.33980276,7.754023758,0.001139667,1.23889,0.007125
9,-0.464648977,0.0,-0.0009875,1.07379,0.00676
10,-1.246557359,0.0,-0.00195625,0.991276,0.006537
11,-1.260770854,0.0,-0.001878,0.912546,0.006639
12,-1.884893752,0.0,-0.00027375,0.944339,0.007194
13,-2.338197204,0.0,-0.003928083,1.08606,0.007992
14,-2.565387721,1.747416915,0.039740417,1.08768,0.008971
15,-1.81927445,36.20718288,0.004956,1.03552,0.010002
16,-0.645899473,0.0,-0.0046115,1.059,0.010758
17,0.703904523,2.983514349,0.040007833,1.14005,0.011249
18,1.950312174,12.14587561,0.010366333,1.07724,0.01167
19,1.993405634,0.0,-0.001906583,0.990628,0.011809
20,2.636717016,0.0,-0.007465167,1.19929,0.011619
21,2.845579834,0.0,-0.003367833,1.27492,0.011293
22,2.911252623,-545.8770141,3.22e-05,1.22117,0.010897
23,3.202394222,4.931404992,0.003972583,1.1732,0.010317
24,2.405051403,0.0,-0.000564583,1.21939,0.009711
25,1.141489186,0.0,-0.0017625,1.26118,0.009218
26,0.265743468,32.19262519,0.000875833,1.17474,0.00863
27,-0.377977439,0.0,-0.002460583,1.09201,0.008062
28,-0.334194253,12.19751101,0.01087175,1.09662,0.007601
29,0.018773185,28.54555532,0.005439833,1.12589,0.007332
30,-0.050866391,0.0,-0.012360917,1.14312,0.006978
31,-0.403604878,0.0,-0.00304725,1.20861,0.006509
