Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,1.061603802,0.0,-0.149213417,1.26397,0.002394
1,1.037191999,0.0,-0.044554583,1.29444,0.002411
2,1.113863347,0.0,-0.00393925,1.16677,0.002399
3,1.434416558,0.0,-0.002267583,1.10484,0.002403
4,1.471801534,26.44319682,0.001783917,1.06473,0.002357
5,1.208703233,2.102754346,0.05539575,0.987565,0.002402
6,1.055835943,0.206709595,0.055458917,0.978948,0.002374
7,0.984408096,4.968025812,0.004394917,1.06424,0.002332
8,1.129749694,0.0,-0.004135167,1.15184,0.002323
9,0.641816791,0.0,-0.001451833,1.15014,0.002328
10,0.303135225,221.0454591,8.85e-05,0.98954,0.002379
11,0.056978532,0.0,-0.000862083,0.974957,0.002328
12,-0.117049355,7.643658725,0.000173167,1.04142,0.00226
13,-0.115911053,0.0,-0.000145167,1.18751,0.002279
14,0.101895951,13.22985202,0.003732833,1.25125,0.002287
15,0.418445014,191.1495673,0.000997,1.20326,0.002347
16,0.237831971,0.0,-0.002798583,1.15895,0.002379
17,0.001662811,361.7015766,0.00050825,1.21305,0.002461
18,0.718798344,87.91707846,0.000662417,1.19014,0.002438
19,1.021965521,-294.5058915,0.000495083,1.09521,0.002398
20,1.282868966,-120.5712266,0.00100625,1.08606,0.0023
21,0.672901672,0.0,-0.008202083,0.895638,0.002225
22,0.233358405,0.905435774,0.050154417,0.934572,0.002207
23,-0.01508585,2.28068734,0.063879417,1.04538,0.002175
24,-0.129768516,15.46358011,0.005451083,1.12249,0.002344
25,-0.073915231,169.0899041,0.0006875,1.14509,0.002532
26,0.225691821,0.0,-0.003225083,1.18318,0.002609
27,0.375766817,24.19210319,0.003278083,1.24273,0.002834
28,0.150561983,-32.52511336,0.001752167,1.31334,0.002982
29,-0.043152294,0.0,-0.005073917,1.20819,0.003089
30,0.1111287,0.0,-0.006466417,1.08949,0.003261
31,0.970143099,2.559274573,0.033847417,1.08682,0.003352
32,1.417457476,3.40837415,0.046179,1.06445,0.003393
33,1.482136267,11.61648219,0.0025285,1.02564,0.003325
34,1.231908036,0.0,-0.003600167,1.01175,0.003384
35,1.059681739,3.190503131,0.001587833,0.980271,0.003363
36,1.015311385,-64.23027035,0.000581417,1.06783,0.003294
37,1.156809143,-2.355609845,0.0111515,1.07066,0.003364
38,1.508764493,0.0,-0.00657125,1.06881,0.003408
39,1.420041492,0.901432431,0.037122333,1.15892,0.003254
40,1.155307303,1.969224962,0.062673583,1.15331,0.003183
41,1.001986558,1.674631786,0.00537575,1.09938,0.003203
42,0.994734767,0.0,-9.66e-05,0.955383,0.00317
43,1.191440628,-13.57740944,0.002051,0.994796,0.003108
44,1.502790749,0.0,-0.00877675,1.08761,0.003075
45,1.376051605,5.039763988,0.049985583,1.20168,0.003013
46,1.142952464,3.145370432,0.064889417,1.13949,0.002938
47,1.005960694,8.768897665,0.010928917,1.18129,0.002977
48,1.054595473,0.0,-0.00133125,1.22133,0.002918
49,1.268730333,0.0,-0.005736917,1.13914,0.002885
50,1.547806344,-34.68006814,0.000229917,1.22465,0.002974
51,1.360320024,0.0,-0.00075875,1.19435,0.002908
52,1.112076457,0.0,-0.004518417,1.02701,0.002948
53,0.998510254,4.313346068,0.03582975,0.95299,0.003065
54,1.855467115,0.104860348,0.04449825,0.99291,0.003081
55,2.44598808,-8.553733227,0.00281475,1.11522,0.003121
56,2.183067375,0.0,-0.000688,1.05406,0.003158
57,2.318592929,133.3669907,0.000538667,1.16272,0.003242
58,1.303292871,0.0,-0.00168025,1.15694,0.003291
59,0.976506384,95.45854165,0.001469,1.12981,0.003334
60,1.123107078,-25.12008465,0.003257917,1.12709,0.003409
61,1.420632976,0.0,-0.0083515,1.1357,0.003449
62,1.498696183,-1.318513467,0.050121,1.19147,0.003537
63,1.24586291,0.327699888,0.06508625,1.24049,0.003442
64,1.052409518,26.56472779,0.00489225,1.19739,0.003471
65,1.011842959,0.0,-0.000978,1.19466,0.003492
66,1.133386863,0.0,-0.00680775,1.19706,0.003381
67,1.487289092,1.05644449,0.052517583,1.17434,0.003189
68,1.461448284,1.55461888,0.066667667,1.10083,0.003216
69,1.186258655,14.23370993,0.0018015,1.10488,0.003271
70,0.993586219,-10.92859254,0.007909083,1.13491,0.003202
71,0.10651853,60.019332,0.002102917,1.09078,0.003156
72,0.076609642,0.0,-0.010907917,1.1496,0.00315
73,0.017514742,234.1853579,0.000300583,1.14862,0.003025
74,-0.729406713,56.4761599,0.001350833,1.0687,0.002962
75,-1.130818469,0.0,-0.002241083,1.07288,0.002989
76,-1.243755072,0.0,-0.007716833,1.23003,0.002845
77,-1.223077428,-1.106697344,0.03475875,1.23299,0.002785
78,-1.021050506,-4.009746702,0.044086583,1.13585,0.002966
79,-0.718261645,9.223506277,0.001016167,1.16722,0.002983
80,-0.930881073,35.30512604,0.003871833,1.09757,0.002818
81,-1.160148517,27.60762203,0.002643,1.0182,0.00279
82,-1.243527074,0.0,-0.004873417,1.02924,0.002887
83,-1.193339765,47.87910747,0.00201325,1.04154,0.002778
84,-0.906962673,0.0,-0.00648825,1.06024,0.002573
85,-0.711812614,3.196648868,0.046102333,1.08701,0.002652
86,-0.971487217,1.475296389,0.063841083,0.994577,0.002647
87,-1.193161856,13.41338594,0.004366583,1.04727,0.002579
88,-1.248792387,0.0,-0.003424917,1.11664,0.002527
89,-1.1831229,-66.76708392,0.001855583,1.19871,0.002448
90,0.046988345,0.0,-0.00938225,1.27335,0.002475
91,0.353241229,-0.217193384,0.056969167,1.15374,0.002566
92,0.087403159,-8.189839802,0.00473575,1.14153,0.002546
93,-0.100160677,0.0,-0.011818083,1.15192,0.002524
94,-0.139563612,2.360440604,0.062086167,1.1004,0.002473
95,0.027626203,8.158544056,0.011301417,1.09768,0.002518
96,0.319674695,0.0,-0.001006667,1.31649,0.002532
97,0.319401431,0.0,-0.000712167,1.29317,0.00239
98,0.067529668,-152.0556804,0.000264667,1.13921,0.002305
