Hash,Material,Application,ConeDataFile,ExternalFlux,Sampling interval,Orientation,Edge frame,Separation,InitialMass,Thickness,SurfaceArea,IgnitionTime_manual
bcl7883,Mixture,Paneling,bcl7883_65_1.csv,65,1,Horizontal,Yes,25,68.4,3.0,88.4,27
bcl5318,Mixture,Paneling,bcl5318_20_1.csv,20,1,Horizontal,Yes,25,69.7,3.5,88.4,1602
bcl5318,Mixture,Paneling,bcl5318_25_1.csv,25,1,Horizontal,Yes,25,70.2,3.5,88.4,711
bcl5318,Mixture,Paneling,bcl5318_50_1.csv,50,1,Horizontal,Yes,25,70.2,3.5,88.4,152
bcl5318,Mixture,Paneling,bcl5318_50_2.csv,50,1,Horizontal,Yes,25,70.4,3.5,88.4,84
bcl5318,Mixture,Paneling,bcl5318_50_3.csv,50,1,Horizontal,Yes,25,70.0,3.5,88.4,79
bcl5318,Mixture,Paneling,bcl5318_50_4.csv,50,1,Horizontal,Yes,25,72.5,3.5,88.4,96
bcl6612,Mixture,Paneling,bcl6612_25_1.csv,25,1,Horizontal,Yes,25,71.9,3.0,88.4,114
bcl6612,Mixture,Paneling,bcl6612_50_1.csv,50,1,Horizontal,Yes,25,75.2,3.0,88.4,129
bcl6612,Mixture,Paneling,bcl6612_50_2.csv,50,1,Horizontal,Yes,25,71.4,3.0,88.4,77
bcl6612,Mixture,Paneling,bcl6612_50_3.csv,50,1,Horizontal,Yes,25,76.0,3.0,88.4,83
bcl6612,Mixture,Paneling,bcl6612_50_4.csv,50,1,Horizontal,Yes,25,72.8,3.0,88.4,76
bcl6612,Mixture,Paneling,bcl6612_50_5.csv,50,1,Horizontal,Yes,25,71.3,3.0,88.4,36
bcl6638,Mixture,Paneling,bcl6638_25_1.csv,25,1,Horizontal,Yes,25,63.8,3.0,88.4,268
bcl6638,Mixture,Paneling,bcl6638_50_1.csv,50,1,Horizontal,Yes,25,74.9,3.0,88.4,145
bcl6638,Mixture,Paneling,bcl6638_50_2.csv,50,1,Horizontal,Yes,25,71.9,3.0,88.4,87
bcl6638,Mixture,Paneling,bcl6638_50_3.csv,50,1,Horizontal,Yes,25,71.9,3.0,88.4,56
bcl6638,Mixture,Paneling,bcl6638_50_4.csv,50,1,Horizontal,Yes,25,62.3,3.0,88.4,72
bcl6638,Mixture,Paneling,bcl6638_50_5.csv,50,1,Horizontal,Yes,25,68.0,3.0,88.4,57
bcl8692,Mixture,Paneling,bcl8692_30_1.csv,30,1,Horizontal,Yes,25,80.1,3.0,88.4,299
bcl8692,Mixture,Paneling,bcl8692_35_1.csv,35,1,Horizontal,Yes,25,81.2,3.0,88.4,234
bcl8692,Mixture,Paneling,bcl8692_50_1.csv,50,1,Horizontal,Yes,25,80.4,3.0,88.4,102
bcl8692,Mixture,Paneling,bcl8692_50_2.csv,50,1,Horizontal,Yes,25,81.5,3.0,88.4,104
bcl8692,Mixture,Paneling,bcl8692_50_3.csv,50,1,Horizontal,Yes,25,81.4,3.0,88.4,101
bcl8692,Mixture,Paneling,bcl8692_65_1.csv,65,1,Horizontal,Yes,25,80.5,3.0,88.4,79
bcl7742,Mixture,Paneling,bcl7742_30_1.csv,30,1,Horizontal,Yes,25,55.1,2.0,88.4,225
bcl7742,Mixture,Paneling,bcl7742_35_1.csv,35,1,Horizontal,Yes,25,55.3,2.0,88.4,209
bcl7742,Mixture,Paneling,bcl7742_50_1.csv,50,1,Horizontal,Yes,25,54.6,2.0,88.4,65
bcl7742,Mixture,Paneling,bcl7742_50_2.csv,50,1,Horizontal,Yes,25,54.6,2.0,88.4,73
bcl7742,Mixture,Paneling,bcl7742_50_3.csv,50,1,Horizontal,Yes,25,54.8,2.0,88.4,70
bcl7742,Mixture,Paneling,bcl7742_65_1.csv,65,1,Horizontal,Yes,25,55.2,2.0,88.4,54
bcl9561,Mixture,Insulation,bcl9561_50_1.csv,50,1,Horizontal,Yes,25,52.8,1.5,88.4,141
bcl9561,Mixture,Insulation,bcl9561_50_2.csv,50,1,Horizontal,Yes,25,61.8,1.5,88.4,71
bcl9561,Mixture,Insulation,bcl9561_50_3.csv,50,1,Horizontal,Yes,25,54.3,1.5,88.4,48
bcl9561,Mixture,Insulation,bcl9561_50_4.csv,50,1,Horizontal,Yes,25,54.3,1.5,88.4,52
bcl9561,Mixture,Insulation,bcl9561_65_1.csv,65,1,Horizontal,Yes,25,53.7,1.5,88.4,47
bcl3378,Mixture,Seat,bcl3378_20_1.csv,20,1,Horizontal,Yes,25,73.1,22.0,88.4,75
bcl3378,Mixture,Seat,bcl3378_25_1.csv,25,1,Horizontal,Yes,25,69.4,22.0,88.4,44
bcl3378,Mixture,Seat,bcl3378_35_1.csv,35,1,Horizontal,Yes,25,74.6,22.0,88.4,36
bcl3378,Mixture,Seat,bcl3378_50_1.csv,50,1,Horizontal,Yes,25,64.1,22.0,88.4,21
bcl3378,Mixture,Seat,bcl3378_50_2.csv,50,1,Horizontal,Yes,25,72.3,22.0,88.4,27
bcl3378,Mixture,Seat,bcl3378_50_3.csv,50,1,Horizontal,Yes,25,65.3,22.0,88.4,29
bcl8926,Mixture,Seat,bcl8926_20_1.csv,20,1,Horizontal,Yes,25,70.5,25.0,88.4,78
bcl8926,Mixture,Seat,bcl8926_25_1.csv,25,1,Horizontal,Yes,25,71.7,22.0,88.4,53
bcl8926,Mixture,Seat,bcl8926_35_1.csv,35,1,Horizontal,Yes,25,75.3,25.0,88.4,35
bcl8926,Mixture,Seat,bcl8926_50_1.csv,50,1,Horizontal,Yes,25,69.5,25.0,88.4,13
bcl8926,Mixture,Seat,bcl8926_50_2.csv,50,1,Horizontal,Yes,25,72.2,25.0,88.4,21
bcl8926,Mixture,Seat,bcl8926_50_3.csv,50,1,Horizontal,Yes,25,72.5,25.0,88.4,21
bcl3362,Mixture,Light,bcl3362_20_1.csv,20,1,Horizontal,Yes,25,83.5,50.0,88.4,88
bcl3362,Mixture,Light,bcl3362_25_1.csv,25,1,Horizontal,Yes,25,82.4,50.0,88.4,46
bcl3362,Mixture,Light,bcl3362_25_2.csv,25,1,Horizontal,Yes,25,82.4,50.0,88.4,27
bcl3362,Mixture,Light,bcl3362_50_1.csv,50,1,Horizontal,Yes,25,80.1,50.0,88.4,9
bcl3362,Mixture,Light,bcl3362_50_2.csv,50,1,Horizontal,Yes,25,108.4,50.0,88.4,13
bcl3362,Mixture,Light,bcl3362_50_3.csv,50,1,Horizontal,Yes,25,81.0,50.0,88.4,10
bcl8457,Mixture,Gaiter,bcl8457_25_1.csv,25,1,Horizontal,Yes,25,28.8,2.0,88.4,1517
bcl8457,Mixture,Gaiter,bcl8457_35_1.csv,35,1,Horizontal,Yes,25,28.1,2.0,88.4,306
bcl8457,Mixture,Gaiter,bcl8457_50_1.csv,50,1,Horizontal,Yes,25,27.6,2.0,88.4,72
bcl8457,Mixture,Gaiter,bcl8457_50_2.csv,50,1,Horizontal,Yes,25,28.3,2.0,88.4,68
bcl8457,Mixture,Gaiter,bcl8457_50_3.csv,50,1,Horizontal,Yes,25,28.8,2.0,88.4,70
bcl8457,Mixture,Gaiter,bcl8457_65_1.csv,65,1,Horizontal,Yes,25,27.9,2.0,88.4,37
bcl3194,Mixture,Paneling,bcl3194_30_1.csv,30,1,Horizontal,Yes,25,17.5,1.5,88.4,190
bcl3194,Mixture,Paneling,bcl3194_35_1.csv,35,1,Horizontal,Yes,25,19.2,1.5,88.4,118
bcl3194,Mixture,Paneling,bcl3194_50_1.csv,50,1,Horizontal,Yes,25,19.5,1.5,88.4,50
bcl3194,Mixture,Paneling,bcl3194_50_2.csv,50,1,Horizontal,Yes,25,20.0,1.5,88.4,39
bcl3194,Mixture,Paneling,bcl3194_50_3.csv,50,1,Horizontal,Yes,25,20.2,1.5,88.4,42
bcl3194,Mixture,Paneling,bcl3194_65_1.csv,65,1,Horizontal,Yes,25,20.2,1.5,88.4,30
bcl8530,Mixture,Paneling,bcl8530_50_1.csv,50,1,Horizontal,Yes,25,40.5,1.5,88.4,90
bcl8530,Mixture,Paneling,bcl8530_50_2.csv,50,1,Horizontal,Yes,25,39.4,1.5,88.4,96
bcl8530,Mixture,Paneling,bcl8530_50_3.csv,50,1,Horizontal,Yes,25,38.9,1.5,88.4,94
bcl8530,Mixture,Paneling,bcl8530_65_1.csv,65,1,Horizontal,Yes,25,38.8,1.5,88.4,58
bcl3026,Mixture,Paneling,bcl3026_20_1.csv,20,1,Horizontal,Yes,25,89.0,4.2,88.4,693
bcl3026,Mixture,Paneling,bcl3026_25_1.csv,25,1,Horizontal,Yes,25,87.5,4.2,88.4,577
bcl3026,Mixture,Paneling,bcl3026_35_1.csv,35,1,Horizontal,Yes,25,85.8,4.2,88.4,223
bcl3026,Mixture,Paneling,bcl3026_50_1.csv,50,1,Horizontal,Yes,25,86.4,4.2,88.4,70
bcl3026,Mixture,Paneling,bcl3026_50_2.csv,50,1,Horizontal,Yes,25,85.2,4.2,88.4,114
bcl3026,Mixture,Paneling,bcl3026_50_3.csv,50,1,Horizontal,Yes,25,87.5,4.2,88.4,126
bcl0894,Mixture,Paneling,bcl0894_20_1.csv,20,1,Horizontal,Yes,25,70.5,4.2,88.4,688
bcl0894,Mixture,Paneling,bcl0894_25_1.csv,25,1,Horizontal,Yes,25,73.7,4.2,88.4,400
bcl0894,Mixture,Paneling,bcl0894_35_1.csv,35,1,Horizontal,Yes,25,76.9,4.2,88.4,220
bcl0894,Mixture,Paneling,bcl0894_50_1.csv,50,1,Horizontal,Yes,25,61.4,4.2,88.4,107
bcl0894,Mixture,Paneling,bcl0894_50_2.csv,50,1,Horizontal,Yes,25,74.6,4.2,88.4,92
bcl0894,Mixture,Paneling,bcl0894_50_3.csv,50,1,Horizontal,Yes,25,73.7,4.2,88.4,77
bcl6645,Mixture,Paneling,bcl6645_15_1.csv,15,1,Horizontal,Yes,25,64.9,4.2,88.4,181
bcl6645,Mixture,Paneling,bcl6645_20_1.csv,20,1,Horizontal,Yes,25,62.0,4.2,88.4,103
bcl6645,Mixture,Paneling,bcl6645_25_1.csv,25,1,Horizontal,Yes,25,64.2,4.2,88.4,70
bcl6645,Mixture,Paneling,bcl6645_50_1.csv,50,1,Horizontal,Yes,25,62.6,4.2,88.4,20
bcl6645,Mixture,Paneling,bcl6645_50_2.csv,50,1,Horizontal,Yes,25,60.3,4.2,88.4,18
bcl6645,Mixture,Paneling,bcl6645_50_3.csv,50,1,Horizontal,Yes,25,54.1,4.2,88.4,20
