Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (kg/kg),CO2Y (kg/kg)
0,-0.919090345725198,0.0,-0.0361897083333199,0.0,0.0
2,-1.01509749711861,0.0,-0.0299508749999985,0.0,0.0
4,-1.09851826536474,0.0,-0.0058912916666701,0.0,0.0
6,-1.98889678740287,0.419226229994375,0.0275266666666703,-0.0001561530229882,0.0189183932255635
8,-1.10537175891126,1.27557951180016,0.0369492500000016,0.0008466829738582,0.0140902306790623
10,-0.886950433328139,0.0,-0.0793090416666651,0.0,0.0
12,-0.950927726964889,0.0,-0.0798011249999971,0.0,0.0
14,-6.39016821500191,4.00467517905602,0.120035666666664,0.0037695449440892,0.212904411072011
16,-11.0299613952525,38.2785797105972,0.239658083333335,0.004210027365451,0.182425515901044
18,0.258790499124533,103.994775921598,0.101570041666669,0.0145197078957286,0.469580822560437
20,77.6777708175318,0.0,-0.0143373333333372,0.0,0.0
22,120.008816480966,513.689813677059,0.0721196666666681,0.0303568442154784,0.527472083533595
24,111.542250056657,149.19173038946,0.20596308333334,0.0118137259454017,0.151983763748652
26,82.1090479482913,152.097431744398,0.162134333333332,0.0157819766596317,0.165580972805115
28,48.6099190365749,726.645630868076,0.0344867499999969,0.0752311425936271,0.667417040492116
30,30.0044488874142,627.582998676336,0.0462264583333235,0.05757039092137,0.462828997973176
32,19.82309777753,509.157055910607,0.0644492916666681,0.0440047671137878,0.303060934914542
34,15.3083459916551,148.342872663904,0.192665750000002,0.0164015427685349,0.0977703466644124
36,12.0694242124245,205.204777240871,0.154253458333334,0.0221297073061947,0.118193622623548
38,10.2130127311195,802.368205305587,0.0346598333333278,0.105208604078673,0.517176067149562
40,9.56358293023967,88.8724560944885,0.263198249999999,0.0151847940972784,0.0681916590487158
42,9.1975726192929,159.132959723777,0.143654708333333,0.0295850429454327,0.122091351013168
44,9.22966733207307,0.0,-0.0547891666666587,0.0,0.0
46,8.82004986244209,337.289431223893,0.0591829583333367,0.0836787663957077,0.302300628832489
48,8.6478071130481,249.940556314248,0.0661893333333291,0.0806034959527625,0.270006346120712
50,9.40179763713847,114.602535262831,0.137428708333335,0.0423347752623301,0.13192042932256
52,9.68325246875311,99.6358019028557,0.0801015416666703,0.074943964547412,0.221519866256277
54,10.1257207227797,653.993979343449,0.0114613749999985,0.550607864802209,1.55934854998542
56,10.3103066603986,217.457376725748,0.0298843333333293,0.21681931871103,0.612773352357825
58,10.3281534171114,0.0,-0.0118868750000042,0.0,0.0
60,9.58483289633305,12.8033116752002,0.0568388749999968,0.0883187052811852,0.521390943687642
62,10.5490507632636,57.8379942880658,0.0078975833333364,0.447773792807966,4.68880322936018
64,23.8124672638616,2.39702754584143,0.165738874999991,0.0154541346349126,0.252720435955977
66,37.2150475368858,1.78418907547761,0.377714208333333,0.0045690446683754,0.129343251016299
68,46.2115444528529,1.71439953524656,0.210190083333343,0.0064206534675507,0.260602861516705
70,55.9064064673114,2.19582708416994,0.103679666666667,0.0114415272634193,0.57103404209293
72,66.2921190089622,9.04736498967602,0.0498645000000041,0.0229649040406053,1.21392996586695
74,74.2138453500887,4.77586272827464,0.0931529999999962,0.0128356194273354,0.685184272070075
