Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,9.561140828,-0.048645583,0.155034083,1.20554,0.006183
1,11.73685335,1.872200326,0.042278083,1.18751,0.006913
2,13.15447342,-10.18603655,0.004488583,1.14129,0.008234
3,13.85851747,0.0,-0.00222225,1.02486,0.010036
4,14.01363324,11.85418311,0.008534583,0.942517,0.012695
5,13.27747324,-43.43773354,0.000770667,1.01992,0.015428
6,12.22375653,0.0,-0.00634225,1.15032,0.018306
7,10.40647943,0.0,-0.001024833,1.21821,0.021002
8,8.218937395,0.0,-0.003488167,1.17677,0.023048
9,6.653928532,-13.01433925,0.003524583,1.24571,0.024337
10,4.990580269,0.0,-0.000446833,1.15538,0.024932
11,4.21178032,0.0,-0.002341917,1.10563,0.024985
12,3.542583873,2.504089033,0.002935333,1.14236,0.024258
13,3.459962293,0.0,-0.007582583,1.03427,0.023205
14,2.545627466,3.454339772,0.064053583,1.03141,0.021957
15,2.006178526,3.382063592,0.0067055,1.172,0.020524
16,1.291296555,0.0,-0.01572925,1.16949,0.019097
17,0.885019716,2.813702798,0.059593833,1.16861,0.017781
18,1.026962463,126.4917009,0.000694417,1.07415,0.016287
19,1.313664267,1.721178036,0.032350833,1.11117,0.01507
20,1.13473624,0.214399229,0.04592625,1.32632,0.013985
21,0.440750265,36.6101509,0.00479425,1.37205,0.012951
22,-0.218431723,0.0,-0.004193583,1.26946,0.012142
23,-0.27266634,0.0,-0.000895667,1.10156,0.011484
24,-0.039724496,0.0,-0.000291083,1.09505,0.0109
25,0.18557147,0.0,-0.0074985,1.17188,0.010381
26,-0.925262901,1.461002819,0.052445583,1.14933,0.009983
27,-1.345555872,-0.162731537,0.070829417,1.22254,0.009683
28,-1.391069473,0.0,-0.00078775,1.24654,0.009342
29,-1.326540331,0.939531105,0.044832667,1.23215,0.008912
30,-1.049327278,-1.156484527,0.065068333,1.34753,0.008664
31,-0.940579245,0.0,-0.00396275,1.25897,0.008539
32,-1.163229695,1.118436082,0.050296917,1.10343,0.008324
33,-1.399356118,1.892065896,0.065028083,1.02454,0.007995
34,-1.43037449,18.28424727,0.004969333,1.09465,0.007668
35,-1.969493018,0.0,-0.005361417,1.01405,0.007522
36,-2.025178819,0.176612782,0.034729417,0.998674,0.007413
37,-2.070190759,0.665262387,0.056178417,1.23427,0.007278
38,-2.30417772,46.81275254,0.002761833,1.1386,0.007138
39,-1.610238781,0.0,-0.024174833,1.13974,0.006896
40,-1.394160485,3.371803153,0.05197575,1.20793,0.006758
41,-1.213487447,-0.071985453,0.06928325,1.16466,0.006684
42,-0.899070474,45.49343213,0.003393083,1.10887,0.006548
43,-0.205213276,0.0,-0.009406667,0.961559,0.006428
44,-0.156465124,-3.728812301,0.051988417,0.987063,0.006488
45,-0.311427535,0.482298905,0.063605583,1.10492,0.006434
46,-0.315235745,44.23943434,0.003273583,1.174,0.006413
47,-0.611356177,0.0,-0.001091167,1.17354,0.006373
48,-0.804290857,6.995869377,0.035013333,1.08721,0.006308
49,-1.064404715,1.524957383,0.038548083,1.08086,0.006322
50,-0.420291879,-78.76249232,0.000425667,1.13723,0.00631
