Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,0.271818896,0.462717959,0.194639667,1.27061,0.002207
1,0.326023276,0.0,-0.004627,1.32113,0.002155
2,0.577374814,0.0,-0.110299667,1.31341,0.002172
3,0.808497162,0.0,-0.075074667,1.24922,0.002215
4,0.589795424,0.0,-0.000138333,1.33265,0.002153
5,-0.555274772,11.61071762,0.05627425,1.40793,0.002352
6,-0.829633913,27.74366986,0.053951833,1.36406,0.002487
7,-0.748541386,2571.283933,0.001990417,1.39335,0.002469
8,-0.457217221,0.0,-0.003736833,1.35998,0.002427
9,-0.335540835,0.0,-7.03e-05,1.35923,0.002488
10,-0.609269405,0.0,0.00172275,1.43725,0.002693
11,-0.804757291,0.0,-0.008637167,1.4384,0.002637
12,0.023817019,302.8783198,0.048913583,1.45288,0.002661
13,0.368633386,449.5648816,0.064652167,1.46904,0.002771
14,0.707430695,3706.599714,0.00835525,1.48189,0.002682
15,0.682626807,910.0947114,0.032814583,1.55939,0.002648
16,0.47159187,692.2518333,0.027396333,1.86628,0.002701
17,0.289528286,229.4811147,0.055693833,2.30663,0.002789
18,1.149666731,264.046548,0.043331917,3.23025,0.003042
19,3.090045713,150.0496639,0.122627333,4.71594,0.003396
20,5.094132581,61.89999073,0.298747833,6.77717,0.004078
21,7.322756013,69.92312087,0.269593917,9.40597,0.005048
22,11.8839992,264.2483223,0.098506583,12.9425,0.006428
23,18.62838486,303.789594,0.10097775,17.3053,0.008146
24,26.91151221,205.8304126,0.181451667,23.4085,0.010452
25,37.16881812,536.3166713,0.073045667,31.3703,0.013856
26,50.83558623,0.0,-0.007444667,41.6032,0.018971
27,64.91799276,935.3663846,0.032969333,53.5124,0.025989
28,80.07911831,156.0557536,0.169176917,67.3395,0.035684
29,93.87505102,94.46891941,0.30159575,81.9564,0.047294
30,107.784291,236.8096541,0.139667583,99.7307,0.061967
31,118.4066421,0.0,-0.005289583,118.179,0.076829
32,128.8265249,755.6785658,0.036174667,136.908,0.093972
33,135.4529207,0.0,0.002842,154.204,0.111348
34,141.6537274,0.0,-0.0188095,171.988,0.129014
35,143.2081139,352.6614949,0.078664333,186.431,0.145372
36,145.4290464,93.99393074,0.302502333,197.986,0.160426
37,148.3624774,134.8318672,0.2199175,203.98,0.172993
38,148.549876,3692.951825,0.00864075,210.977,0.184708
39,145.8210998,0.0,-0.01681225,217.296,0.194017
40,144.9209249,421.8889261,0.088827417,219.314,0.200836
41,145.0869286,281.9808827,0.122075917,219.641,0.205866
