Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,3.871045341,0.0,-0.163016083,0.76368,0.001693
1,5.215248303,0.0,-0.04138275,0.841734,0.002777
2,5.765116108,0.0,-0.005421917,0.88838,0.003928
3,6.66514287,433.2700801,0.000357083,0.976273,0.005056
4,6.578659544,51.95940691,0.003476583,1.07747,0.006132
5,6.480408038,-7.060188149,0.003030583,1.0462,0.006986
6,5.659848393,0.0,-0.002616833,1.06754,0.0075
7,4.683065076,0.0,-0.009727167,0.986468,0.007767
8,4.783007687,-1.592882433,0.054359833,0.931832,0.007745
9,3.709982879,-1.654695092,0.065065583,0.941394,0.007564
10,2.447941579,22.08843615,0.003755667,0.950449,0.007197
11,2.104007482,0.0,-0.0041655,0.915824,0.006636
12,2.097598973,0.0,-0.000846917,1.10923,0.006168
13,2.240965516,113.4320888,0.0029895,1.32964,0.005622
14,2.615770512,0.0,-0.00688425,1.19629,0.00506
15,3.259550977,10.96427906,0.034805083,1.08074,0.004643
16,2.39820372,42.22756158,0.008038417,1.11238,0.004486
17,1.283355649,0.0,-0.040251333,1.10145,0.004233
18,1.038890765,2406.438258,0.000264,1.17406,0.003928
19,1.268118534,619.5120617,0.000998917,1.21018,0.00361
20,1.500781957,0.0,-0.008337083,1.20237,0.003287
21,1.32970627,19.94888628,0.038501083,1.26358,0.003
22,1.092854553,17.42080683,0.0427575,1.33287,0.002734
23,0.988664653,189.8526148,0.0048035,1.49453,0.002474
24,1.08210269,0.0,-0.035566833,1.52354,0.002181
25,1.330837906,0.0,-0.041808833,1.47776,0.002019
26,2.366592486,0.0,-0.007951417,1.50778,0.002008
27,2.340692841,32.63648367,0.03574,1.53597,0.0022
28,2.769000761,31.60595283,0.045195583,1.5263,0.002377
29,3.108051244,0.0,-0.005996,1.62552,0.00276
30,3.276028752,37.48371095,0.057552333,1.77383,0.003273
31,4.396263832,232.8619594,0.012408167,1.72666,0.003871
32,4.695902169,0.0,-0.061744,1.64593,0.004438
33,4.396130968,0.0,-0.004257083,1.66718,0.004995
34,3.442789467,2586.962037,0.00203975,1.86629,0.005323
35,3.159047728,0.0,-0.00787725,2.08783,0.005388
36,3.326776128,138.6817801,0.049085667,2.26455,0.005621
37,3.660454956,90.83826469,0.064789083,2.27859,0.005765
38,3.569330299,1453.077184,0.004664,2.25978,0.0058
39,3.773070013,0.0,-0.001268083,2.43056,0.005774
40,4.184339636,4010.593107,0.002126833,2.67961,0.00577
41,3.376231903,4211.234048,0.0019955,2.96506,0.005835
42,4.059890928,0.0,-0.008088,3.23371,0.005943
43,4.713572296,201.3635508,0.051482333,3.52709,0.006035
44,4.617101775,159.1792766,0.059262167,3.68078,0.006057
45,4.402672566,198.3653472,0.036778417,3.91392,0.006174
46,5.088076298,207.0063408,0.042447417,4.11215,0.006624
47,5.365257463,1005.149919,0.0086295,4.13731,0.007152
48,5.559700622,0.0,-0.034783583,4.44897,0.007656
49,6.656106316,0.0,-0.044074917,4.84422,0.008066
50,6.753199136,0.0,-0.001567917,5.14505,0.008383
51,7.189286385,0.0,-0.002361417,5.43765,0.008705
52,7.396403619,70.12408751,0.0390265,5.78243,0.008873
