Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (kg/kg),CO2Y (kg/kg)
0,1.47510899292442,0.0,-0.0145357499999979,0.0,0.0
2,0.18639758043733,-21.2996844685305,0.0081272500000035,-0.0049332360783031,0.0557707932958081
4,0.217728740212431,-6.66835235472619,0.0058257499999996,-0.0025243188676625,-0.0135246977612361
6,-0.0683784910724579,0.0,-0.0012219583333346,0.0,0.0
8,-0.276249623989117,0.0,-0.0330800833333331,0.0,0.0
10,0.127063589816683,0.0,-0.0311719999999986,0.0,0.0
12,-0.131253843368187,0.0,-0.0008784166666678,0.0,0.0
14,-0.259384868885612,-1.62163497655957,0.0294092916666653,0.0018515480952435,-0.0040641628288386
16,0.3932486612147,104.540618950357,0.0018079166666664,0.0002941216077774,-0.409185979244564
18,0.096892762107922,0.368895930315463,0.0059993749999994,0.0042664946194276,-0.218074090015603
20,0.203969674365721,0.0,-0.0031421249999995,0.0,0.0
22,0.399023052265077,0.0,-0.0335479999999991,0.0,0.0
24,-0.19263404087539,-11.8277699135442,0.0041725000000013,-0.0120576476185624,-0.050118078074779
26,-0.702273550734168,-24.0968123108374,0.0029939583333344,-0.0223324716460117,-0.215643546132569
28,-0.636577758235277,-7.90514917484279,0.024001875,-0.0035866827618819,-0.0363448198822472
30,-1.26003424620767,-3.15989678702135,0.0274092083333321,-0.0047168659007176,-0.0018402002631604
32,-2.30428618224867,0.0,-0.0204961249999999,0.0,0.0
34,-2.14708579854536,0.0,-0.0353121250000005,0.0,0.0
36,-2.41385819953208,-6.62186461519332,0.0215906666666651,-0.0010144208842819,0.0265349790703252
38,-1.60756162455593,3.10000179866922,0.033619875,-0.001556377252106,0.0481515870636697
40,-0.927208898693692,-6.82682252181761,0.0055049999999997,0.0030929491988098,0.255759220480971
42,-0.487894081389239,0.0,-0.0328051666666666,0.0,0.0
44,0.534902253021277,0.0,-0.0349817500000021,0.0,0.0
46,1.21599444874395,-0.0469664626097237,0.0344506250000013,-0.0002247019216688,-0.0133183265041911
48,-0.0010857692289805,2.24319734224549,0.0302788750000023,-0.0032867683480916,0.0005221264973208
50,0.0233611517175431,-1109.66920169478,0.0003346249999983,-0.187262552531542,0.116953802279963
52,-0.959204365439234,0.0,-0.0337857916666661,0.0,0.0
54,-1.27419942793018,0.0,-0.0058033333333318,0.0,0.0
56,-0.742514716098487,1.03180159050785,0.0284756249999972,-0.0026902892316596,-0.0227389052212064
58,-1.07522436679935,30.5922534401693,0.005397958333335,-0.0026772916217775,-0.0011262879050826
60,-0.451231970110638,0.0,-0.0224986249999993,0.0,0.0
62,-0.114724204604591,0.0,-0.0043195416666674,0.0,0.0
64,-0.343486554734003,-2.47149808617559,0.0534998750000018,-0.0004387214708479,0.0141012818240349
66,-1.24301307051807,82.0157643654839,0.0052096666666662,0.0050629400443003,0.137141331711031
68,-0.888981792329898,0.0,-0.021649583333334,0.0,0.0
70,-1.24684510280598,0.0,-0.0061764166666649,0.0,0.0
