Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (kg/kg),CO2Y (kg/kg)
0,2.43711945102453,0.0,-0.0852358750000093,0.0,0.0
2,2.06200104142285,0.0,-0.0080565416666645,0.0,0.0
4,1.50259817540649,0.0,-0.0020444583333342,0.0,0.0
6,1.72919794165805,0.0,-0.0094086666666681,0.0,0.0
8,1.8928976613659,0.0,-0.0216157083333316,0.0,0.0
10,0.668525063363681,0.0,-0.0218432500000014,0.0,0.0
12,1.02533551152342,0.0,-0.0033772916666669,0.0,0.0
14,1.5362697954444,12.8320025263917,0.0008605416666664,0.0242250250144747,1.29306015519063
16,0.495368315586851,0.0,-0.0002580000000005,0.0,0.0
18,1.16743167788685,37.866341796577,2.42916666663244e-05,4.60004827339652,25.4774321691279
20,0.783472308632747,-2331.61986681043,6.3666666666388e-05,1.07192835916739,17.3344283962911
22,0.558568670133882,0.0,-7.9583333327804e-06,0.0,0.0
24,0.656146463581883,-7733.72072685703,1.80833333326783e-05,-2.54094492189445,-11.5240148951443
26,0.0877240596203735,0.0,-0.001015,0.0,0.0
28,-0.470740406036003,-28.018396111408,0.0069626666666658,0.015397191743194,0.105171678168952
30,0.112531033230179,0.0,-0.0006895000000011,0.0,0.0
32,-0.268963393182874,0.0,-0.0035642083333324,0.0,0.0
34,1.02275422251837,-9.98746668509818,0.0227623333333344,0.0016366520901267,-0.0107887127648311
36,0.839858005593614,-3.28994321259929,0.0224629999999989,-0.0002601479791503,-0.0403529025826316
38,1.19293977693991,-20.2099094484481,0.0039269166666648,0.003221954325118,-0.211858277966533
40,0.971427103219119,0.0,-0.0009886666666674,0.0,0.0
42,1.32863695806834,-45.1286566632633,0.0033112500000006,0.0101403368227964,0.109973044378139
44,0.982665901299143,0.0,-0.0265715416666665,0.0,0.0
46,1.05355024645636,-109.511112163436,0.0008013333333334,-0.140921596071102,0.453223209962398
48,1.40591406370009,-8.07195584473718,0.0234674583333329,-0.0030457824715393,0.0086529589790741
50,0.869591353435999,0.0,-0.0364983333333345,0.0,0.0
52,1.15070948983468,-24.6929565588001,0.0115130000000002,-0.0079756884615279,-7.93539938746694e-05
54,1.42781152915884,0.0,-0.0011088333333312,0.0,0.0
56,0.87698891896598,0.0,-2.65833333346066e-05,0.0,0.0
58,1.16262496344605,-4.44190694705019,0.003374208333333,-0.0174704948166185,0.0138319241228826
60,1.50144221343434,0.0,-0.026095208333332,0.0,0.0
62,-0.246181552524695,-31.245777682961,0.0034125416666655,0.0095859776246419,0.0539009382299823
64,-0.0055218553648615,0.0,-0.0010510416666678,0.0,0.0
66,0.875205082884891,156.266396654521,0.0008169166666665,0.0014787373668138,0.527564785763678
68,0.510061682138305,0.0,-0.0062901250000013,0.0,0.0
70,1.0007707376403,246.922841588807,0.0017140416666663,0.0032176805843201,0.0462885693748443
72,0.997511577058152,0.0,-0.0067821249999996,0.0,0.0
