Time (s),HRR (kW/m²),SEA (m²/kg),MLR (g/s),COY (ppm),CO2Y (%)
0,0.74056798,0.0,-0.341837333,1.13034,0.001793
1,1.039349592,-2.317331332,0.061544167,1.10092,0.002041
2,2.017478663,0.335052793,0.058325667,1.16675,0.002249
3,1.987950518,2.928332143,0.043349667,1.11352,0.002502
4,1.789345461,-17.016528,0.006092583,0.873663,0.002688
5,1.770889516,0.0,-0.049972167,0.888483,0.002863
6,1.871352937,-1.014108047,0.030952917,0.964604,0.003033
7,2.197024505,3.011825317,0.045128167,0.977751,0.002954
8,2.211233681,-18.19466739,0.002897917,1.03977,0.002865
9,1.941971921,0.0,-0.000678833,1.09496,0.002741
10,0.903586955,0.0,-0.00704325,1.18807,0.002671
11,0.670871724,-5.174240384,0.044626,1.17309,0.002745
12,0.43232436,-0.513730958,0.116241667,1.20823,0.002772
13,0.194148838,-3.305266939,0.069495167,1.2703,0.002759
14,0.003316151,3.37988337,0.005652917,1.2249,0.002681
15,-0.260880159,0.0,-0.002648833,1.16182,0.002617
16,-0.400149944,0.0,-0.008587083,1.06621,0.002608
17,-0.370295586,-3.210260604,0.0392695,0.959991,0.002515
18,-0.157713198,-3.755149914,0.04610275,0.984005,0.002465
19,0.117849673,-6.753101085,0.003804333,0.857974,0.002583
20,-0.058013991,0.0,-0.000510417,0.912359,0.002539
21,-0.301619494,0.0,-0.00912275,1.05168,0.002374
22,-0.397490364,-3.636493403,0.051735,1.04796,0.002372
23,-0.353624885,-1.433412045,0.064322917,1.02122,0.002314
24,-0.086278883,2.015464457,0.016595833,1.16476,0.002227
25,0.119908671,0.0,-0.008493667,1.21192,0.002199
26,-0.100798792,-2.854361716,0.040658833,1.25921,0.002184
27,-0.201799658,1.172956287,0.06746625,1.19719,0.002226
28,0.518571706,0.0,-0.001467917,1.09909,0.002189
29,0.749685227,0.870346666,0.032254333,1.10967,0.002124
30,1.049512984,1.411116503,0.045161333,1.13904,0.002034
31,1.112646799,0.0,-0.00587725,1.03816,0.001995
32,0.155009259,-1.209211797,0.049036667,1.15786,0.001893
33,-0.316513075,-5.577506358,0.055113917,1.2322,0.00183
34,-0.39870294,-4.57709765,0.05546075,1.04005,0.00182
35,-0.271095529,-1.742130437,0.152979,0.862863,0.001894
36,0.026571025,-1.417445132,0.103839583,0.950419,0.001847
37,0.198282635,-8.982354991,0.007136667,0.965601,0.001807
38,0.691023834,0.0,-0.005654,0.972384,0.001763
39,0.682079857,0.0,-0.002207417,1.01801,0.001952
40,1.187037464,-323.3807842,0.00069925,1.15173,0.002452
41,1.809044532,-106.6271449,0.000481333,1.08298,0.002944
42,2.195582771,-16.65719407,0.001744083,1.07676,0.003411
43,2.956771889,0.0,-0.007923,1.12924,0.004036
44,2.966824372,-3.690662294,0.056978667,1.1077,0.004621
45,2.803035166,-2.266084682,0.068652083,1.1235,0.005016
46,3.64008299,0.0,-0.002101167,1.13361,0.005192
47,3.332510825,0.0,-0.008088583,1.08038,0.005161
